ID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Duration,ConcreteCS
584,210.7,,,,0.0,,,28,
585,,,,,,955.8,,,21.92
586,290.2,193.5,0.0,,0.0,,704.3,28,33.04
587,,0.0,,,0.0,1104.6,784.3,7,
588,238.2,,,185.7,0.0,1040.6,734.3,28,
589,,124.1,0.0,185.7,,1083.4,764.3,7,
590,,0.0,0.0,185.7,,1069.2,754.3,,
591,,0.0,0.0,,0.0,,,7,
592,,,,,0.0,,,28,
593,382.5,0.0,,185.7,0.0,1047.8,739.3,28,37.44
594,,0.0,0.0,,,1111.6,784.3,,
595,316.1,,0.0,,0.0,,,7,24.44
596,,124.1,0.0,185.7,0.0,,,28,
597,170.3,155.5,,185.7,,,,,10.73
598,,181.9,0.0,,,,,28,
599,339.0,0.0,0.0,197.0,0.0,,781.0,,13.22
600,339.0,0.0,0.0,197.0,,,,,
601,339.0,,,,0.0,968.0,,,27.04
602,339.0,0.0,0.0,197.0,,968.0,781.0,,32.04
603,,0.0,,197.0,,968.0,781.0,,
604,339.0,,0.0,,,,,180,36.45
605,339.0,,0.0,,0.0,968.0,781.0,,
606,,,,194.0,0.0,968.0,,3,
607,,,,,,968.0,,,12.84
608,,0.0,0.0,194.0,0.0,,,,18.42
609,,0.0,0.0,194.0,0.0,,,,21.95
610,236.0,,0.0,,,968.0,885.0,,
611,236.0,,0.0,,0.0,968.0,,365,25.08
612,277.0,0.0,0.0,,,968.0,,14,21.26
613,277.0,,0.0,,0.0,,,28,
614,277.0,,0.0,191.0,0.0,968.0,,3,
615,277.0,,,191.0,,,856.0,,31.25
616,,0.0,,191.0,0.0,968.0,856.0,,32.33
617,277.0,0.0,,191.0,0.0,968.0,856.0,360,
618,,0.0,,,,968.0,,,9.31
619,,,0.0,198.0,0.0,968.0,,90,26.94
620,254.0,,0.0,198.0,,,863.0,180,
621,,,0.0,198.0,,,863.0,365,
622,307.0,0.0,0.0,193.0,,,,180,34.49
623,307.0,,,193.0,,,,,36.15
624,,,0.0,,,968.0,,,12.54
625,,0.0,0.0,,,968.0,,28,27.53
626,,0.0,,193.0,,968.0,,90,
627,,,0.0,,,,885.0,,
628,200.0,,,,0.0,1125.0,,,7.84
629,,0.0,0.0,180.0,,,,,
630,,,,181.0,,,833.0,7,11.17
631,,,,,0.0,1113.0,,,17.34
632,325.0,,0.0,,,1063.0,,7,
633,,0.0,,,0.0,,,28,
634,,,0.0,183.0,,1088.0,808.0,,14.2
635,275.0,0.0,,183.0,0.0,,808.0,28,
636,,,,,,1075.0,795.0,7,15.58
637,,,,184.0,,,,,
638,,0.0,0.0,,0.0,,758.0,,26.06
639,,,0.0,,,1038.0,,,
640,,0.0,,,,,,28,
641,,0.0,,187.0,,1025.0,,7,30.14
642,250.0,,0.0,,0.0,1100.0,,,
643,,0.0,0.0,182.0,0.0,,,,20.87
644,350.0,0.0,0.0,186.0,,,,7,20.28
645,,0.0,0.0,,,1050.0,,,
646,203.5,,,,0.0,963.4,630.0,,
647,,166.8,0.0,,,977.6,694.1,90,
648,,,0.0,,,935.4,,,
649,,212.0,0.0,,,971.8,,,
650,,250.2,,,0.0,,692.6,3,6.9
651,,,,203.5,0.0,,,,
652,,,,203.5,,,,3,
653,,,,192.0,0.0,887.0,,,
654,,153.0,0.0,,0.0,887.0,942.0,90,25.46
655,122.6,,0.0,203.5,,,800.1,,
656,166.8,,0.0,203.5,0.0,,,28,
657,200.0,,0.0,192.0,,965.4,806.2,3,11.41
658,,,,203.5,,,,,20.59
659,,203.5,0.0,203.5,0.0,965.4,,7,25.89
660,108.3,162.4,,203.5,,,849.0,90,29.23
661,,173.0,,192.0,0.0,909.8,,,
662,,212.0,,,,,748.5,,
663,157.0,236.0,0.0,,,935.4,,,
664,133.0,,,,,,,,
665,250.2,166.8,,203.5,0.0,,694.1,7,19.35
666,173.0,116.0,,,,946.8,,7,
667,,288.0,0.0,,0.0,,,3,12.79
668,192.0,288.0,,,0.0,,716.1,28,39.32
669,,,,,,,943.1,,
670,,,0.0,,0.0,932.0,,3,16.11
671,305.3,203.5,0.0,203.5,,965.4,631.0,28,
672,,157.0,0.0,192.0,,,749.1,,
673,,116.0,0.0,192.0,0.0,946.8,856.8,3,
674,,,,203.5,0.0,,750.0,7,
675,236.0,,,192.0,,972.6,749.1,3,13.57
676,183.9,122.6,,203.5,0.0,,800.0,,32.53
677,166.8,250.2,0.0,203.5,0.0,,,,15.75
678,,153.0,0.0,192.0,,,942.0,7,
679,,192.0,0.0,,,,,,
680,212.0,,,,0.0,,750.0,28,33.0
681,,,,192.0,,887.0,942.0,28,
682,,,,192.0,0.0,946.8,,28,
683,183.9,122.6,,203.5,,959.2,800.0,28,
684,133.0,200.0,,192.0,,,839.2,90,36.59
685,192.0,288.0,,192.0,,,716.1,,
686,133.0,200.0,0.0,192.0,0.0,,,,13.66
687,305.3,203.5,,203.5,0.0,,631.0,,
688,,157.0,,,,,749.1,90,
689,,,,,,938.2,,3,2.33
690,,236.0,0.0,192.0,,,781.2,,16.89
691,,192.0,0.0,192.0,,,717.8,7,
692,212.0,,,,0.0,973.4,,3,6.81
693,,141.3,0.0,,0.0,973.4,,,
694,,102.0,0.0,192.0,,888.0,943.1,,
695,,,0.0,,,972.6,749.1,,32.88
696,,,0.0,192.0,0.0,,,,
697,,,,203.5,,959.2,,7,10.79
698,108.3,,0.0,,0.0,938.2,849.0,,7.72
699,203.5,,,203.5,,963.4,630.0,28,41.68
700,203.5,305.3,0.0,,,963.4,630.0,,9.56
701,133.0,,,192.0,,927.4,839.2,,
702,,,0.0,,0.0,,717.8,90,
703,200.0,133.0,0.0,192.0,0.0,,806.2,7,
704,200.0,133.0,,192.0,0.0,,806.2,28,
705,,,,203.5,0.0,,,3,
706,,,0.0,,0.0,958.2,,,
707,153.0,102.0,,,,,,,
708,,,0.0,192.0,0.0,,806.2,,43.25
709,,,,,,,891.9,,6.28
710,173.0,116.0,,192.0,,946.8,,90,32.1
711,250.2,166.8,,,,,,28,36.96
712,,203.5,,,,965.4,631.0,90,54.6
713,,288.0,,,,,,,
714,157.0,236.0,0.0,,0.0,,781.2,3,9.69
715,,102.0,0.0,,0.0,,,7,8.37
716,141.3,,0.0,,0.0,,,,
717,116.0,,,192.0,0.0,,,7,
718,,,0.0,203.5,,,748.5,,4.83
719,122.6,183.9,0.0,203.5,,,800.1,,10.35
720,166.8,,0.0,203.5,,975.6,,90,
721,,305.3,0.0,,0.0,,630.0,90,
722,310.0,,0.0,,,,,3,
723,,,,,0.0,,,,
724,310.0,0.0,0.0,,,1012.0,,28,27.83
725,310.0,0.0,0.0,192.0,,1012.0,830.0,90,35.76
726,,,0.0,,0.0,1012.0,,120,38.7
727,331.0,0.0,,192.0,,1025.0,,3,
728,331.0,,0.0,,,1025.0,821.0,7,
729,,,0.0,192.0,0.0,1025.0,821.0,28,31.74
730,,,,,,,821.0,90,37.91
731,,,,,,,,120,
732,,0.0,0.0,192.0,,1056.0,,,15.87
733,349.0,0.0,0.0,192.0,0.0,,809.0,7,9.01
734,,,0.0,192.0,0.0,,809.0,,
735,349.0,0.0,0.0,,,,809.0,,
736,349.0,0.0,,192.0,0.0,1056.0,809.0,,
737,238.0,,,186.0,0.0,,789.0,,12.05
738,238.0,,,186.0,,,789.0,,17.54
739,296.0,,,,0.0,,769.0,,
740,296.0,,,186.0,,,769.0,28,
741,,,,,0.0,1040.0,,,
742,,0.0,,192.0,,936.0,721.0,,43.89
743,480.0,0.0,,,0.0,936.0,721.0,90,54.28
744,,0.0,,186.0,0.0,,,28,36.94
745,,0.0,,,,,,,14.5
746,281.0,,0.0,,,1104.0,,28,22.44
747,,0.0,,,,,,,12.64
748,500.0,0.0,0.0,,0.0,,,3,
749,,0.0,,,0.0,1125.0,613.0,7,33.21
750,,,,200.0,,,,,
751,,0.0,0.0,,,,613.0,,44.09
752,540.0,,0.0,,0.0,1125.0,,,52.61
753,,0.0,0.0,,0.0,,613.0,14,59.76
754,,0.0,0.0,173.0,,,,28,
755,,,0.0,173.0,0.0,1125.0,613.0,,
756,540.0,,,173.0,0.0,,613.0,,71.62
757,,0.0,0.0,173.0,0.0,1125.0,,270,74.17
758,,0.0,0.0,,0.0,974.0,,7,
759,,0.0,0.0,203.0,,974.0,,,22.53
760,350.0,,,,,974.0,775.0,,27.34
761,,,0.0,,0.0,,775.0,56,
762,,,,203.0,0.0,,775.0,,
763,350.0,0.0,0.0,203.0,0.0,974.0,,,32.72
764,385.0,0.0,,186.0,0.0,966.0,763.0,1,6.27
765,,,,,,966.0,,,
766,,,,186.0,0.0,,,,
767,,0.0,,,,966.0,763.0,,27.92
768,385.0,,,,0.0,966.0,763.0,,31.35
769,331.0,,,192.0,0.0,978.0,825.0,180,39.0
770,,,,,0.0,,825.0,,41.24
771,,0.0,,,0.0,,,,
772,331.0,0.0,,192.0,,978.0,825.0,,13.52
773,382.0,0.0,0.0,,0.0,1047.0,,7,24.0
774,,,0.0,186.0,,1047.0,,,
775,,,0.0,,,,784.0,,
776,281.0,,,186.0,,,,,
777,339.0,,,185.0,0.0,,,,21.16
778,,,0.0,,,,754.0,,31.84
779,295.0,0.0,0.0,185.0,0.0,1069.0,,,14.8
780,295.0,0.0,0.0,185.0,,,,28,
781,,,0.0,185.0,0.0,1118.0,789.0,28,
782,296.0,0.0,,,,1085.0,,7,14.2
783,,0.0,,,0.0,,765.0,28,21.65
784,296.0,,,192.0,,1085.0,,,29.39
785,,,0.0,192.0,0.0,879.0,,3,
786,331.0,,,,,978.0,825.0,7,16.26
787,331.0,0.0,,,0.0,,,28,
788,,0.0,0.0,,0.0,,825.0,90,37.23
789,,0.0,,,0.0,,806.0,,18.13
790,,0.0,0.0,192.0,,1047.0,,28,32.72
791,,0.0,,192.0,0.0,,806.0,,39.49
792,,,0.0,192.0,,1047.0,,180,41.05
793,349.0,0.0,,192.0,,1047.0,,360,
794,302.0,,,,0.0,,,14,18.13
795,,,0.0,,,974.0,,,26.74
796,,,,189.0,0.0,1125.0,,180,
797,500.0,,,200.0,0.0,,,90,
798,,0.0,0.0,200.0,,1125.0,,,51.04
799,,0.0,,,,,613.0,270,
800,,0.0,,173.0,,,,3,
801,,,0.0,,,,,,
802,252.0,0.0,,,0.0,,,28,
803,339.0,0.0,,185.0,0.0,1060.0,,28,31.65
804,393.0,0.0,0.0,,,940.0,758.0,3,19.11
805,393.0,,0.0,,,940.0,758.0,,
806,,,,192.0,0.0,,,,
807,,0.0,,,,,,,
808,,,,185.0,,,739.0,,
809,252.0,,0.0,,0.0,,784.0,,11.47
810,,0.0,,185.0,0.0,,,,
811,,0.0,0.0,,,,850.0,,
812,,,,,,970.0,850.0,28,
813,310.0,,0.0,,,970.0,,,
814,,,0.0,192.0,0.0,970.0,,,
815,310.0,,0.0,192.0,0.0,,850.0,,38.11
816,,0.0,,189.0,0.0,1125.0,,3,
817,,,,189.0,,,,,42.42
818,525.0,0.0,,189.0,0.0,1125.0,613.0,,
819,,0.0,,189.0,0.0,1125.0,613.0,28,55.94
820,525.0,,0.0,,,1125.0,613.0,,
821,525.0,0.0,,189.0,0.0,,613.0,270,
822,322.0,0.0,0.0,,0.0,974.0,800.0,,20.77
823,322.0,,,203.0,0.0,,800.0,28,
824,,,0.0,,,,800.0,180,
825,,,,,,,817.0,,
826,397.0,0.0,0.0,185.0,0.0,,,28,
827,480.0,0.0,0.0,192.0,0.0,,721.0,,
828,522.0,0.0,,146.0,,,896.0,7,50.51
829,522.0,0.0,,146.0,,896.0,896.0,28,
830,,,,,9.0,904.0,,28,
831,162.0,190.0,,179.0,,838.0,,28,33.76
832,,144.0,,220.0,10.0,923.0,658.0,,16.5
833,,,,202.0,,,829.0,,
834,,,,,,,,28,36.35
835,,143.0,111.0,,22.0,,651.0,,33.69
836,144.0,,175.0,158.0,,,,,15.42
837,,140.0,0.0,214.0,,,722.0,28,33.42
838,,0.0,0.0,190.0,7.0,,,28,
839,,,116.0,175.0,15.0,953.0,720.0,28,
840,,239.0,0.0,,6.0,,684.0,28,
841,310.0,,0.0,,10.0,,,,
842,305.0,0.0,,196.0,10.0,959.0,,28,
843,151.0,0.0,184.0,,12.0,,772.0,28,
844,142.0,,130.0,,,883.0,785.0,28,
845,,137.0,,,6.0,,655.0,28,53.52
846,321.0,164.0,0.0,,5.0,,,,57.21
847,366.0,187.0,0.0,,,,757.0,,
848,280.0,,,,9.0,825.0,805.0,28,52.82
849,252.0,,76.0,194.0,,,,,
850,165.0,,150.0,182.0,12.0,,729.0,28,
851,156.0,,0.0,,,1022.0,,28,
852,,,,203.0,,,,28,32.84
853,298.0,,,,,879.0,815.0,,42.64
854,,,,210.0,,,737.0,,40.06
855,,121.0,94.0,,,,,,
856,326.0,,0.0,,9.0,,790.0,28,61.23
857,,0.0,142.0,193.0,11.0,,778.0,28,
858,,,161.0,179.0,5.0,,,28,33.3
859,,149.0,0.0,186.0,8.0,,,28,
860,164.0,,200.0,,,,846.0,28,15.09
861,,,113.0,,,,,,
862,321.0,0.0,128.0,182.0,11.0,,,28,37.26
863,140.0,164.0,,237.0,6.0,,,,
864,288.0,121.0,0.0,,7.0,908.0,829.0,,
865,298.0,0.0,107.0,210.0,11.0,,744.0,,31.87
866,,,86.0,195.0,6.0,833.0,,,41.54
867,160.0,,,168.0,12.0,1049.0,,28,39.45
868,166.0,,,,13.0,,827.0,28,37.91
869,276.0,116.0,,,,,,28,
870,,,116.0,,,,813.0,28,
871,,,,193.0,,892.0,780.0,28,23.69
872,159.0,,,,,990.0,789.0,,
873,,,78.0,,,864.0,,28,32.4
874,237.0,,71.0,,6.0,,695.0,28,28.63
875,,,,,8.0,1002.0,,,36.8
876,155.0,,,,9.0,1047.0,,,18.28
877,146.0,230.0,,,,,,,
878,,,107.0,221.0,11.0,819.0,778.0,,
879,133.0,210.0,,196.0,,,,,31.03
880,313.0,145.0,0.0,178.0,8.0,867.0,,28,
881,,0.0,112.0,184.0,8.0,,816.0,28,12.18
882,153.0,145.0,,,8.0,1002.0,689.0,28,25.56
883,140.0,,,,7.0,,,28,36.44
884,149.0,,,176.0,,847.0,893.0,,32.96
885,,,,212.0,10.0,878.0,,,
886,153.0,145.0,,178.0,,,,,
887,,,,,16.0,,,,
888,326.0,0.0,,,11.0,801.0,792.0,28,40.68
889,153.0,,,,,,,28,19.01
890,262.0,111.0,,195.0,,895.0,,,33.72
891,,0.0,,220.0,11.0,,713.0,28,8.54
892,,,,167.0,,1074.0,678.0,28,13.46
893,,,90.0,199.0,,,762.0,28,32.24
894,,,92.0,,7.0,953.0,,28,
895,143.0,169.0,143.0,,,,643.0,,29.72
896,,101.0,78.0,,,,763.0,28,
897,,,0.0,,,917.0,759.0,28,52.44
898,284.0,120.0,0.0,168.0,7.0,,794.0,,40.93
899,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,
900,145.0,,,181.0,,979.0,,,13.2
901,150.0,,0.0,174.0,12.0,1069.0,675.0,28,37.43
902,,,133.0,,8.0,,805.0,28,
903,331.0,,0.0,,,,,,56.61
904,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46
905,155.0,183.0,,,9.0,877.0,,28,23.79
906,135.0,0.0,,180.0,10.0,,805.0,,13.29
907,266.0,112.0,,178.0,,910.0,,,
908,314.0,145.0,,179.0,,869.0,,28,
909,,,0.0,127.0,,,822.0,28,44.52
910,,173.0,,,3.0,,,28,23.74
911,,136.0,106.0,,7.0,,774.0,,
912,148.0,0.0,182.0,181.0,,,,28,
913,,,,,,,,28,
914,,0.0,107.0,,13.0,953.0,,28,35.86
915,313.0,,,,,1002.0,,,41.05
916,,184.0,143.0,194.0,9.0,,,,28.99
917,,134.0,0.0,195.0,6.0,924.0,760.0,,46.24
918,,175.0,,,2.0,,,28,26.92
919,145.0,,179.0,,,824.0,,28,10.54
920,313.0,0.0,0.0,,,1000.0,,,25.1
921,,,126.0,,,923.0,,28,
922,,0.0,143.0,,9.0,877.0,,,9.74
923,255.0,,,,,,749.0,,
924,,207.0,,216.0,10.0,822.0,,28,39.84
925,,,,,6.0,,,,26.97
926,,,128.0,,,961.0,641.0,28,27.23
927,162.0,,,202.0,10.0,820.0,,28,30.65
928,157.0,,152.0,,9.0,,,28,
929,,153.0,,,8.0,,,,
930,135.0,,193.0,,6.0,,643.0,28,
931,,209.0,,,7.0,848.0,,28,30.88
932,144.0,,,176.0,6.0,1021.0,,,15.34
933,154.0,174.0,,228.0,7.0,,612.0,,24.34
934,,,195.0,,7.0,898.0,636.0,,
935,,,190.0,213.0,,923.0,,,
936,156.0,178.0,187.0,,,854.0,,,
937,,91.7,71.5,,6.0,852.9,,,
938,,,113.0,178.5,8.0,1001.9,688.7,28,36.8
939,,,,193.3,,,,,
940,145.9,230.5,0.0,,,827.0,,28,
941,,,,,,819.2,778.4,,
942,,210.2,0.0,195.7,,949.4,,,
943,,145.0,,178.5,8.0,,824.0,28,
944,,0.0,111.9,184.4,7.9,992.0,815.9,28,
945,,145.0,,,,1001.9,,28,
946,139.9,132.6,103.3,200.3,,916.0,753.4,28,36.44
947,149.5,236.0,0.0,175.8,12.6,846.8,,,32.96
948,299.8,,,,,,,,23.84
949,153.1,,113.0,,,867.2,,,
950,148.1,,136.6,,,,,,17.96
951,,0.0,137.9,,10.8,801.1,792.5,28,38.63
952,152.7,144.7,,178.1,,,822.2,,
953,,,,195.4,,,732.6,28,
954,,,,,11.0,,,,8.54
955,150.7,,185.3,166.7,15.6,1074.5,,,
956,272.6,0.0,89.6,198.7,10.6,,,,
957,149.0,,,182.9,7.1,,780.3,,
958,,169.4,,190.7,,,,28,29.73
959,259.9,,78.4,170.6,,935.7,,28,49.77
960,312.9,160.5,,,,,759.5,28,
961,,119.7,0.0,168.3,,970.4,,,
962,,,,,3.4,985.8,,,
963,,0.0,133.6,180.8,,,811.5,,
964,150.0,,,,,1069.3,,28,37.43
965,,170.2,,191.6,,,,,
966,,169.6,,194.9,,811.0,802.3,28,
967,154.8,0.0,142.8,,,,696.7,,12.46
968,154.8,183.4,,,,877.2,867.7,28,
969,134.7,,,,10.0,961.0,804.9,,13.29
970,266.2,112.3,,,10.4,909.7,,,39.42
971,,,113.2,178.9,,869.1,,,46.23
972,312.7,,0.0,,8.0,999.7,,,44.52
973,145.7,,,181.9,,,816.8,,23.74
974,,,106.2,178.1,7.5,,774.3,28,
975,148.1,,,181.4,15.0,838.9,,,15.53
976,,,,,7.0,946.5,665.6,28,43.58
977,298.1,,107.5,163.6,12.8,,784.0,,
978,,,,,8.0,,,,41.05
979,,,,193.8,9.2,879.6,,,28.99
980,,133.7,0.0,194.9,5.5,924.1,,28,
981,147.8,175.1,,,2.2,,828.5,,
982,,,,201.7,7.8,824.0,868.7,,10.54
983,,,,178.1,8.0,,,,25.1
984,136.4,,125.8,,10.4,,,28,29.07
985,,0.0,,,,,867.7,,9.74
986,255.3,98.8,,,6.5,,,,33.8
987,272.8,105.1,81.8,209.7,,904.0,,28,
988,162.0,,148.1,178.8,,,741.4,,
989,,144.2,,,,,,,
990,,114.6,89.3,,8.8,860.0,829.5,28,19.99
991,,,,,18.3,944.0,694.6,28,
992,,142.8,111.2,,22.1,,651.2,,
993,,0.0,,158.4,,,844.5,28,
994,303.6,139.9,,,6.2,895.5,,,
995,374.3,,0.0,190.2,,,730.4,28,
996,,,,175.1,,,719.7,28,27.68
997,,,,,,1001.8,,28,
998,,142.8,,167.9,10.0,914.3,,,45.3
999,304.8,0.0,,196.0,,,705.2,,30.12
1000,150.9,0.0,183.9,,11.6,991.2,772.2,28,15.57
1001,,166.6,129.7,,,882.6,,28,
1002,297.8,,106.9,201.3,,878.4,,28,
1003,,164.2,,,4.6,,,,57.22
1004,366.0,187.0,,191.3,6.6,,756.9,28,
1005,,,,172.4,9.5,,804.9,,52.83
1006,252.1,,,,8.3,,821.4,,
1007,164.6,,,,,1023.3,,28,18.03
1008,155.6,,0.0,,,1022.0,697.7,28,
1009,,,,,,828.7,,28,
1010,298.1,0.0,107.0,,6.1,879.0,,28,
1011,,0.0,,,5.7,,,28,
1012,,,,,9.2,904.4,695.9,28,
1013,325.6,,,174.0,,,790.0,28,
1014,355.9,0.0,141.6,,,801.4,,28,40.87
1015,132.0,,,,5.5,,735.6,,
1016,322.5,,0.0,,,,,,
1017,,0.0,200.1,181.2,12.6,849.3,846.0,28,
1018,,,112.6,169.9,10.1,925.3,,28,
1019,321.4,0.0,,,,,779.7,28,37.27
1020,,,127.7,236.7,5.8,868.6,655.6,28,
1021,,,,177.4,,907.9,,28,
1022,,0.0,107.0,209.7,11.1,879.6,744.2,,
1023,264.5,111.0,86.5,,5.9,832.6,790.4,,
1024,,,0.0,168.4,,,688.2,,
1025,,,,183.2,12.7,858.8,,,
1026,,116.0,90.3,,8.9,,,,44.28
1027,,,,,,817.9,,,31.18
1028,148.5,139.4,108.6,192.7,,,780.0,28,23.7
1029,,186.7,,175.6,,,,28,
1030,,,78.3,200.6,8.6,,761.5,,32.4
