ID,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Duration,ConcreteCS
599,,0.0,0.0,197.0,0.0,968.0,781.0,,13.22
600,,0.0,,,0.0,968.0,,7,20.97
601,,0.0,,197.0,0.0,968.0,781.0,,27.04
602,,0.0,0.0,,0.0,,,28,32.04
603,,0.0,0.0,,0.0,968.0,,,
604,,0.0,,197.0,,968.0,,180,36.45
605,,0.0,0.0,,0.0,,781.0,365,38.89
606,236.0,,0.0,,0.0,968.0,,,6.47
607,,0.0,0.0,,0.0,968.0,,,12.84
608,236.0,0.0,,,0.0,968.0,,28,18.42
609,,0.0,,194.0,,968.0,,,21.95
610,236.0,,0.0,,,968.0,,180,24.1
611,236.0,0.0,0.0,,0.0,968.0,,,25.08
612,277.0,0.0,,191.0,,968.0,,14,21.26
613,277.0,,0.0,191.0,,968.0,,28,25.97
614,,0.0,0.0,191.0,0.0,,,,11.36
615,,0.0,0.0,,0.0,,,,31.25
616,,0.0,0.0,191.0,0.0,968.0,,180,32.33
617,277.0,0.0,0.0,,0.0,,,,33.7
618,,0.0,0.0,,,968.0,,3,9.31
619,254.0,0.0,,,0.0,968.0,863.0,,
620,254.0,0.0,0.0,,0.0,968.0,863.0,180,
621,254.0,0.0,0.0,,0.0,968.0,,365,
622,307.0,0.0,0.0,193.0,,,,180,
623,,0.0,0.0,,0.0,968.0,,,36.15
624,,0.0,0.0,,0.0,968.0,,,12.54
625,307.0,0.0,0.0,,0.0,,812.0,28,27.53
626,307.0,0.0,0.0,,,968.0,,,
627,,,0.0,,0.0,,,7,9.99
628,,0.0,0.0,,0.0,,,,
629,200.0,,0.0,,0.0,,845.0,,12.25
630,225.0,0.0,0.0,,,,,7,11.17
631,,0.0,0.0,181.0,0.0,,,28,17.34
632,325.0,0.0,0.0,,0.0,,,7,17.54
633,325.0,0.0,,,,,783.0,,30.57
634,,0.0,0.0,183.0,0.0,,,7,
635,,,,,,,,28,24.5
636,300.0,0.0,,,,,795.0,,
637,,0.0,0.0,,0.0,1075.0,,28,
638,,0.0,0.0,,0.0,,,,26.06
639,,,0.0,,0.0,,,28,
640,,0.0,0.0,,0.0,,745.0,,43.7
641,,0.0,,187.0,0.0,1025.0,745.0,7,30.14
642,,0.0,0.0,182.0,0.0,,820.0,7,12.73
643,250.0,0.0,0.0,182.0,0.0,,,,20.87
644,350.0,0.0,0.0,,0.0,1050.0,,,20.28
645,,,0.0,,,,,28,34.29
646,,,0.0,,0.0,963.4,630.0,7,19.54
647,250.2,,,,0.0,977.6,,,47.71
648,,,0.0,,0.0,935.4,,,43.38
649,,,,,0.0,,,28,
650,166.8,250.2,0.0,,0.0,,692.6,3,
651,122.6,,0.0,,0.0,,,,
652,183.9,,0.0,,,,800.0,3,4.9
653,102.0,,0.0,,0.0,887.0,,3,4.57
654,102.0,,,192.0,,887.0,,,25.46
655,,,0.0,,,958.2,800.1,28,
656,166.8,,0.0,203.5,0.0,975.6,692.6,,33.95
657,200.0,133.0,0.0,,,,806.2,3,11.41
658,108.3,,0.0,,0.0,938.2,,28,20.59
659,305.3,203.5,0.0,,0.0,,631.0,,25.89
660,108.3,,0.0,,0.0,938.2,,90,29.23
661,116.0,,0.0,,0.0,,,,
662,,,0.0,,0.0,971.8,,7,10.39
663,,,,192.0,0.0,,,28,
664,,,0.0,192.0,0.0,927.4,,28,
665,250.2,,,,0.0,,,,19.35
666,173.0,,0.0,,0.0,946.8,,7,11.39
667,192.0,,0.0,,0.0,929.8,716.1,3,
668,192.0,288.0,,,0.0,,716.1,,
669,153.0,,,,0.0,888.0,,3,4.78
670,,,,192.0,0.0,932.0,717.8,,16.11
671,305.3,,0.0,,0.0,965.4,631.0,28,
672,,,0.0,,0.0,,749.1,7,20.42
673,173.0,,0.0,,0.0,,,3,6.94
674,212.0,,0.0,203.5,0.0,,750.0,,15.03
675,236.0,,0.0,192.0,0.0,,749.1,3,13.57
676,183.9,122.6,0.0,,0.0,959.2,800.0,,32.53
677,166.8,,0.0,,0.0,975.6,692.6,,15.75
678,102.0,,,,0.0,887.0,,7,7.68
679,,,0.0,192.0,0.0,,,28,
680,212.0,141.3,0.0,,0.0,,750.0,,33.0
681,102.0,,0.0,,,887.0,,28,17.28
682,173.0,,0.0,192.0,0.0,,,,24.28
683,183.9,,0.0,,0.0,,800.0,28,
684,133.0,200.0,,192.0,0.0,927.4,,,
685,,,0.0,192.0,0.0,929.8,716.1,90,
686,133.0,,0.0,192.0,0.0,927.4,,7,13.66
687,,,,,0.0,,631.0,,
688,236.0,,0.0,,0.0,,,,
689,108.3,,0.0,,0.0,938.2,,,2.33
690,,,,,0.0,935.4,781.2,7,16.89
691,288.0,,0.0,,,932.0,717.8,7,23.52
692,212.0,141.3,0.0,,0.0,973.4,750.0,3,6.81
693,,,0.0,,0.0,,750.0,,39.7
694,153.0,,0.0,,0.0,888.0,,,17.96
695,236.0,,0.0,,0.0,972.6,749.1,28,
696,116.0,,0.0,,0.0,,,,22.35
697,183.9,122.6,0.0,,0.0,959.2,,7,10.79
698,,,0.0,,0.0,,849.0,,7.72
699,203.5,305.3,0.0,203.5,0.0,963.4,,28,41.68
700,,305.3,0.0,,,963.4,630.0,,9.56
701,,,,,0.0,927.4,,3,
702,288.0,,0.0,192.0,0.0,932.0,717.8,,
703,200.0,,0.0,192.0,0.0,,806.2,7,17.17
704,200.0,,0.0,,0.0,,806.2,28,
705,250.2,,0.0,,0.0,977.6,,3,9.73
706,,,0.0,203.5,0.0,,,,
707,,,0.0,,0.0,888.0,,90,
708,,,0.0,,,,,,
709,116.0,,0.0,192.0,0.0,909.8,,,6.28
710,173.0,116.0,,192.0,0.0,,,,
711,250.2,166.8,0.0,,0.0,,,,36.96
712,305.3,,0.0,,0.0,,,,
713,,,0.0,192.0,0.0,929.8,,7,
714,157.0,,0.0,,0.0,935.4,,3,
715,153.0,102.0,0.0,,0.0,888.0,,7,8.37
716,141.3,,0.0,,0.0,,748.5,90,
717,116.0,,0.0,,,909.8,891.9,,10.09
718,141.3,,0.0,,0.0,971.8,748.5,3,4.83
719,122.6,,0.0,,0.0,958.2,,7,10.35
720,166.8,,0.0,,0.0,975.6,,,
721,203.5,,0.0,,,963.4,,,
722,310.0,0.0,0.0,,,,,3,11.85
723,,0.0,,192.0,0.0,,,,17.24
724,310.0,0.0,0.0,192.0,0.0,,830.0,,27.83
725,310.0,0.0,0.0,,0.0,1012.0,,90,
726,,0.0,0.0,192.0,0.0,,,,38.7
727,331.0,0.0,0.0,,,,,,14.31
728,331.0,,0.0,,0.0,1025.0,821.0,7,17.44
729,,0.0,,,0.0,,,,31.74
730,,0.0,0.0,,,,,,
731,331.0,0.0,,,0.0,1025.0,821.0,120,39.38
732,,0.0,,192.0,0.0,,809.0,3,15.87
733,349.0,0.0,0.0,,,,,7,9.01
734,,0.0,0.0,,0.0,,,,33.61
735,,0.0,0.0,192.0,0.0,,,,40.66
736,,0.0,0.0,192.0,,,809.0,120,
737,,0.0,0.0,186.0,0.0,,789.0,,12.05
738,,0.0,0.0,186.0,0.0,,,28,17.54
739,,0.0,0.0,,,,769.0,,18.91
740,,0.0,,,,,,28,25.18
741,,,0.0,,0.0,,734.0,,30.96
742,,0.0,0.0,192.0,0.0,936.0,,28,43.89
743,480.0,0.0,0.0,,0.0,936.0,721.0,,
744,,0.0,,,0.0,,734.0,,
745,,0.0,0.0,186.0,,1104.0,,,14.5
746,281.0,0.0,0.0,,0.0,,,,22.44
747,,0.0,0.0,,0.0,,,,
748,,,0.0,,0.0,,,3,26.06
749,,0.0,0.0,,0.0,,613.0,,
750,,0.0,0.0,,0.0,,,,
751,,0.0,0.0,200.0,0.0,,613.0,28,44.09
752,,0.0,0.0,,0.0,,,7,
753,540.0,0.0,0.0,,0.0,1125.0,613.0,,
754,540.0,,0.0,,,,613.0,28,
755,,,0.0,173.0,,,613.0,90,
756,,0.0,0.0,,0.0,,613.0,180,
757,,0.0,0.0,,0.0,,613.0,270,
758,350.0,0.0,0.0,,0.0,974.0,775.0,,18.13
759,,0.0,0.0,203.0,0.0,,,,22.53
760,,0.0,0.0,,0.0,974.0,,28,
761,350.0,,0.0,,0.0,,775.0,56,
762,,,,,0.0,974.0,775.0,,31.35
763,,0.0,,,0.0,,775.0,180,32.72
764,385.0,0.0,0.0,,0.0,966.0,,,6.27
765,,0.0,0.0,,0.0,,763.0,3,14.7
766,,0.0,0.0,,0.0,,,,23.22
767,,0.0,0.0,,0.0,,763.0,14,27.92
768,,0.0,0.0,186.0,,,763.0,28,31.35
769,331.0,0.0,0.0,,0.0,,,180,
770,,0.0,0.0,,0.0,,,,
771,,,0.0,,0.0,,,,14.99
772,,0.0,0.0,192.0,0.0,978.0,,3,13.52
773,,0.0,0.0,,,1047.0,739.0,,24.0
774,,0.0,,,0.0,1047.0,739.0,,
775,,,0.0,186.0,0.0,,784.0,,11.47
776,,0.0,,186.0,,,774.0,28,
777,,0.0,0.0,,0.0,,,,21.16
778,,0.0,0.0,185.0,0.0,,754.0,28,31.84
779,,0.0,0.0,185.0,0.0,,769.0,,14.8
780,295.0,0.0,,,,,769.0,28,25.18
781,238.0,,,185.0,0.0,,,28,17.54
782,296.0,0.0,,,0.0,,765.0,7,14.2
783,296.0,0.0,0.0,192.0,0.0,,765.0,,21.65
784,,0.0,0.0,,0.0,,765.0,,29.39
785,331.0,,0.0,192.0,0.0,879.0,,3,13.52
786,331.0,0.0,0.0,,0.0,,,7,16.26
787,331.0,0.0,0.0,,0.0,978.0,,28,
788,331.0,0.0,,,0.0,,,90,
789,,0.0,,,0.0,,806.0,,18.13
790,349.0,0.0,0.0,,0.0,,806.0,28,
791,,0.0,0.0,,0.0,,,,
792,,0.0,0.0,192.0,0.0,,806.0,180,41.05
793,,,0.0,,,,,,
794,302.0,0.0,0.0,,,974.0,,,18.13
795,,0.0,0.0,,0.0,,817.0,180,26.74
796,,,,189.0,,,613.0,180,
797,,0.0,0.0,,0.0,,613.0,,
798,,0.0,0.0,,0.0,,,,
799,500.0,0.0,0.0,,0.0,,613.0,,
800,,0.0,,,,,613.0,,
801,,,0.0,185.0,0.0,,,7,13.71
802,252.0,,0.0,185.0,0.0,,784.0,28,19.69
803,339.0,0.0,,185.0,0.0,,,28,31.65
804,,0.0,0.0,192.0,,940.0,,,19.11
805,,,0.0,,0.0,,758.0,28,
806,,0.0,0.0,,0.0,,758.0,,
807,,,0.0,185.0,0.0,,739.0,,24.0
808,,0.0,,185.0,0.0,1047.0,739.0,28,
809,,0.0,0.0,,0.0,,784.0,7,
810,252.0,0.0,0.0,,0.0,,,28,
811,,0.0,0.0,,0.0,,,7,14.99
812,310.0,0.0,0.0,192.0,0.0,970.0,,28,27.92
813,,,0.0,,0.0,970.0,,90,34.68
814,,,0.0,192.0,0.0,970.0,850.0,180,
815,,0.0,0.0,,0.0,,850.0,,38.11
816,,0.0,0.0,,,,613.0,,
817,,0.0,0.0,189.0,0.0,,613.0,7,42.42
818,,,,,0.0,,613.0,14,
819,,0.0,0.0,189.0,,,613.0,,
820,,0.0,0.0,189.0,0.0,,613.0,,
821,,,0.0,,0.0,,,270,
822,,0.0,0.0,,0.0,,800.0,,
823,322.0,0.0,0.0,,0.0,974.0,,,
824,322.0,,0.0,,,,,,29.59
825,,0.0,0.0,,0.0,,817.0,28,21.75
826,,,0.0,185.0,0.0,1040.0,734.0,28,
827,,0.0,0.0,192.0,0.0,936.0,721.0,,
828,,0.0,0.0,146.0,0.0,896.0,,,
829,,0.0,0.0,,0.0,896.0,,28,
830,273.0,,82.0,210.0,9.0,904.0,680.0,28,37.17
831,162.0,190.0,,,19.0,838.0,741.0,28,33.76
832,,,,,,,658.0,,
833,147.0,,,,,860.0,,28,19.99
834,152.0,,,,,944.0,695.0,28,
835,,,,168.0,,914.0,651.0,28,
836,,0.0,,158.0,,943.0,844.0,,15.42
837,304.0,140.0,0.0,,6.0,895.0,722.0,28,
838,374.0,0.0,,,,,730.0,28,39.05
839,159.0,,116.0,,,953.0,720.0,28,
840,153.0,,,,6.0,1002.0,684.0,28,
841,,,0.0,168.0,10.0,914.0,804.0,28,45.3
842,305.0,,,,10.0,959.0,705.0,28,
843,151.0,0.0,,167.0,,991.0,,,15.57
844,142.0,,,,,883.0,,28,
845,,137.0,,,6.0,878.0,,28,
846,,,0.0,190.0,5.0,870.0,,,
847,,,0.0,191.0,,,,28,
848,280.0,129.0,100.0,172.0,,825.0,805.0,,
849,252.0,,,,,835.0,821.0,28,
850,165.0,0.0,150.0,182.0,,1023.0,729.0,28,18.03
851,156.0,,0.0,,,,698.0,28,
852,160.0,188.0,,,,829.0,,,32.84
853,,0.0,107.0,,,879.0,,,
854,,0.0,,,6.0,861.0,737.0,,
855,,,94.0,188.0,,904.0,696.0,28,
856,326.0,,0.0,174.0,9.0,882.0,790.0,28,
857,,0.0,,,,801.0,778.0,28,
858,132.0,,,,5.0,867.0,736.0,28,
859,322.0,,,186.0,,951.0,,,
860,164.0,0.0,,,,849.0,,28,15.09
861,,0.0,,170.0,10.0,925.0,783.0,28,
862,,0.0,128.0,182.0,11.0,,780.0,28,
863,140.0,,,,6.0,869.0,656.0,28,35.23
864,,,0.0,177.0,7.0,908.0,,28,
865,,0.0,,,,880.0,744.0,28,31.87
866,,,,,,,790.0,28,
867,160.0,250.0,,168.0,,,688.0,28,
868,166.0,,0.0,183.0,,,,28,
869,276.0,,,180.0,,870.0,768.0,,
870,322.0,,,,,818.0,813.0,28,31.18
871,149.0,139.0,,193.0,,892.0,,,23.69
872,159.0,,0.0,,,990.0,,,32.76
873,261.0,100.0,,,,864.0,761.0,28,32.4
874,237.0,92.0,71.0,,6.0,853.0,,28,28.63
875,,0.0,,178.0,,,,28,36.8
876,155.0,,0.0,,9.0,,697.0,28,18.28
877,146.0,,0.0,,,827.0,872.0,28,33.06
878,,,107.0,,,819.0,778.0,28,
879,133.0,,0.0,196.0,3.0,949.0,795.0,28,31.03
880,313.0,,0.0,,8.0,867.0,,28,
881,152.0,0.0,,184.0,,,,28,12.18
882,153.0,,113.0,178.0,,,689.0,28,25.56
883,140.0,133.0,,,,916.0,753.0,,36.44
884,149.0,,0.0,,,,,28,32.96
885,,0.0,,,10.0,,728.0,,
886,153.0,,113.0,,,867.0,,28,
887,,0.0,,158.0,,,,28,17.95
888,326.0,0.0,,,,801.0,,28,
889,153.0,,0.0,178.0,,,822.0,,19.01
890,,111.0,,,5.0,895.0,733.0,28,33.72
891,158.0,0.0,,,,898.0,713.0,,8.54
892,151.0,0.0,,,,1074.0,678.0,,
893,273.0,0.0,,,,931.0,,28,32.24
894,149.0,,92.0,183.0,,953.0,,28,
895,,169.0,143.0,,8.0,967.0,643.0,,
896,260.0,,78.0,171.0,,936.0,,,
897,313.0,161.0,,178.0,10.0,917.0,759.0,28,
898,,,,168.0,7.0,,794.0,28,40.93
899,336.0,,0.0,182.0,,,817.0,28,44.86
900,,0.0,,181.0,,979.0,812.0,28,13.2
901,150.0,237.0,0.0,,,,675.0,28,
902,144.0,,,192.0,,814.0,,,
903,,170.0,,,,811.0,802.0,28,
904,155.0,0.0,,193.0,9.0,,697.0,28,12.46
905,155.0,,0.0,,9.0,,,28,
906,135.0,0.0,166.0,180.0,10.0,,805.0,,13.29
907,266.0,,,178.0,10.0,,745.0,,39.42
908,314.0,,,,,869.0,690.0,,
909,,145.0,0.0,,,,,28,
910,146.0,,,,3.0,986.0,,28,
911,,,,178.0,,941.0,774.0,,
912,148.0,,,181.0,,839.0,,,
913,277.0,,91.0,,,946.0,666.0,28,43.57
914,298.0,0.0,107.0,164.0,,,,,35.86
915,,,0.0,,,1002.0,689.0,28,
916,155.0,,,,9.0,880.0,699.0,28,28.99
917,,134.0,0.0,,6.0,924.0,,28,
918,148.0,,0.0,171.0,2.0,1000.0,,28,26.92
919,145.0,0.0,,,8.0,824.0,,,10.54
920,,0.0,0.0,,,1000.0,,,25.1
921,136.0,,,,10.0,923.0,,28,29.07
922,155.0,0.0,,,,877.0,,,
923,,,,,6.0,,749.0,28,33.8
924,162.0,,,,,822.0,638.0,28,
925,136.0,196.0,,,,847.0,,,26.97
926,164.0,,,,,961.0,641.0,28,27.23
927,162.0,,,,,820.0,,28,
928,157.0,,,,,,704.0,28,
929,149.0,,,,,935.0,623.0,28,
930,135.0,,,,6.0,,643.0,28,21.91
931,159.0,,,,,848.0,669.0,28,30.88
932,,15.0,,176.0,6.0,,709.0,28,15.34
933,154.0,,,,,845.0,612.0,28,24.34
934,167.0,,,,,898.0,636.0,,23.89
935,184.0,,,213.0,6.0,923.0,,,22.93
936,,,,,7.0,854.0,614.0,28,29.41
937,,,71.5,,,852.9,695.4,28,28.63
938,313.3,0.0,,178.5,,,688.7,,
939,154.8,,0.0,,9.1,,,,18.29
940,145.9,,0.0,,,,,28,32.72
941,,0.0,,,,819.2,778.4,28,31.42
942,133.1,,0.0,,3.1,,795.3,28,
943,313.3,,0.0,,,867.2,824.0,28,40.93
944,151.6,,,184.4,7.9,,,,12.18
945,153.1,,113.0,178.5,8.0,1001.9,688.7,,25.56
946,139.9,132.6,103.3,,,916.0,753.4,28,
947,,236.0,0.0,175.8,,846.8,,,32.96
948,,0.0,,,,878.2,727.6,,23.84
949,,,,178.5,,867.2,,,
950,,0.0,,158.1,16.1,1001.8,,28,17.96
951,326.5,0.0,,,,,792.5,,
952,152.7,,0.0,,,,822.2,,19.01
953,261.9,,86.1,,,895.2,,28,
954,,0.0,,219.7,,897.7,712.9,28,8.54
955,,,,166.7,,,678.0,28,13.46
956,,0.0,,,,931.3,762.2,28,
957,149.0,,,182.9,7.1,953.4,780.3,,
958,143.0,,142.7,190.7,,967.4,643.5,,29.73
959,259.9,,78.4,170.6,10.4,,,28,
960,312.9,,0.0,177.6,9.6,916.6,759.5,,
961,,,0.0,,,,,28,
962,,0.0,0.0,181.9,3.4,985.8,,,
963,,0.0,,180.8,,,,,13.2
964,150.0,,0.0,,,,674.8,,
965,,,,,,814.1,805.3,,29.87
966,330.5,,,,,811.0,,28,
967,154.8,0.0,,,9.1,,,,12.46
968,154.8,,,,,,,28,23.79
969,,0.0,,180.2,10.0,,,28,13.29
970,,112.3,87.5,,,909.7,744.5,,39.42
971,,,,178.9,,869.1,690.2,28,
972,,,0.0,127.3,,,822.2,,
973,145.7,172.6,0.0,,,985.8,816.8,28,
974,143.8,,,178.1,,,774.3,28,26.15
975,148.1,0.0,,,,838.9,,28,15.53
976,,116.8,,,,946.5,665.6,28,
977,,0.0,107.5,,,,,28,
978,,145.0,,,,,688.7,28,
979,,,,,,879.6,698.5,28,28.99
980,,,0.0,,5.5,924.1,,28,
981,,,0.0,,,,,28,26.92
982,145.4,0.0,,,,,,28,
983,,0.0,0.0,178.1,,999.7,,28,
984,136.4,,,171.6,10.4,922.6,,28,29.07
985,154.8,0.0,,193.3,9.1,877.2,,28,9.74
986,,,,,6.5,919.0,749.3,,33.8
987,272.8,,,,,904.0,679.7,28,
988,162.0,,,,18.8,838.1,,28,
989,,,112.3,,10.1,923.2,,28,16.5
990,146.5,114.6,,,,,,28,19.99
991,151.8,,,,,944.0,,28,
992,,,111.2,,,,651.2,28,
993,143.6,,,158.4,,,,28,15.42
994,,,,,,895.5,722.5,,
995,,,0.0,,,,730.4,28,
996,158.6,148.9,,,,,719.7,,27.68
997,152.6,,0.0,,6.3,,683.9,28,26.86
998,,142.8,0.0,167.9,,914.3,,,
999,,0.0,,,9.8,959.4,,28,30.12
1000,150.9,0.0,,166.6,11.6,991.2,772.2,,15.57
1001,141.9,,,173.5,,882.6,785.3,28,
1002,297.8,,,,6.0,878.4,655.3,28,
1003,,,0.0,190.5,4.6,870.0,774.0,28,
1004,366.0,,,,,824.3,756.9,28,
1005,,,100.4,172.4,,825.1,,28,
1006,,,,,,835.5,,,33.4
1007,164.6,0.0,,181.6,,1023.3,728.9,,18.03
1008,155.6,,,,,,697.7,,
1009,160.2,,,,,828.7,,28,35.31
1010,298.1,0.0,,,6.1,879.0,,28,
1011,317.9,0.0,,,,,736.6,28,40.06
1012,287.3,,93.9,187.6,,,695.9,,
1013,,,,174.0,8.9,881.6,,,61.24
1014,,0.0,,,,,,28,
1015,132.0,,,178.9,,866.9,,,
1016,,,0.0,,8.5,951.0,709.5,28,
1017,164.2,0.0,,,,849.3,,28,15.09
1018,,,112.6,169.9,10.1,925.3,,,
1019,321.4,0.0,,,,870.1,779.7,28,37.27
1020,139.7,,,,,,655.6,,35.23
1021,288.4,,0.0,177.4,7.0,907.9,,28,42.14
1022,,0.0,,,,879.6,,28,31.88
1023,,,,,,832.6,790.4,,
1024,159.8,,0.0,,,,688.2,28,39.46
1025,,,,,,858.8,,28,
1026,,116.0,90.3,179.6,,,,28,44.28
1027,,0.0,,,,817.9,813.4,,
1028,148.5,139.4,108.6,,6.1,,780.0,28,
1029,159.1,,0.0,,,989.6,788.9,28,
1030,260.9,,,,,864.5,,28,
