ID,IncomeLevel,UrbanType,EducationLevel,CrimeLevel,RegionCode,medIncome,PctUnemployed,PctFam2Par,PctPopUnderPov,ViolentCrimesPerPop
617,,,,,,0.42,,,,0.09
618,4,3,1,3,1,0.23,,0.59,,0.18
619,2,1,,,,0.16,,0.29,,
620,,,1,,,,0.08,,0.07,0.13
621,,1,1,,4,0.15,,0.28,,0.33
622,4,,1,4,,,0.36,,,0.06
623,3,1,1,2,,,0.32,0.7,0.12,0.1
624,3,,1,4,2,,,,,0.04
625,4,,,3,6,,,0.47,,
626,,,,,6,,,0.61,,0.08
627,3,1,,2,,,0.38,0.72,0.19,0.1
628,,1,,4,,,0.2,,0.19,0.01
629,2,1,1,2,,0.17,,0.51,0.39,
630,,,,3,1,,0.1,0.74,0.1,
631,,,,1,1,,,0.0,,
632,,,2,,2,,,0.09,,
633,,,,,,,0.27,0.54,0.29,0.14
634,,3,2,3,3,,,0.4,,
635,2,,2,4,,0.1,,0.52,,0.03
636,3,3,1,,6,,0.21,0.7,0.11,0.09
637,,,,,,0.1,,0.62,,0.2
638,3,,,,2,0.33,,0.44,0.35,
639,1,,1,2,,,0.15,0.75,0.13,0.15
640,,3,,,,0.26,0.13,,0.22,
641,2,,,3,,0.17,,0.58,,
642,2,,,,,,,,,0.94
643,,3,,1,,0.31,,,0.18,
644,,,,,6,,0.18,,0.12,0.06
645,1,,1,4,,,,0.94,0.09,0.05
646,,,2,3,4,,,,0.19,
647,,,2,2,,0.09,,,,
648,1,,1,4,2,0.67,0.13,,0.05,
649,3,,,,6,0.36,,0.54,0.35,0.41
650,4,,,4,4,0.28,0.33,,,0.01
651,2,1,1,,4,0.13,,0.6,,
652,,,1,2,,,0.15,,0.08,0.15
653,1,3,1,4,,,0.08,,0.02,0.04
654,3,,1,4,,0.42,0.09,,0.07,0.03
655,,1,,4,2,,,0.53,,0.06
656,,,,2,,,0.27,,0.09,
657,,1,,3,,0.13,,0.48,,
658,,3,1,4,6,,0.12,0.93,0.02,0.07
659,1,,1,3,6,,0.18,0.74,0.13,
660,,,3,,,0.23,,0.66,0.22,0.41
661,,,,3,,0.08,,0.53,,
662,,,1,4,1,,0.07,,0.05,
663,3,,1,,,0.34,0.21,0.52,0.3,
664,,,,,,0.25,,,,
665,2,1,3,,,0.16,,0.44,0.47,0.09
666,1,,1,3,6,,,,0.13,
667,,,,3,,0.29,0.31,0.73,,
668,,,1,,4,0.18,,0.0,,1.0
669,,,,1,6,0.18,,0.51,,
670,4,3,1,,,0.29,,0.19,,
671,2,3,,3,,0.2,0.75,0.37,,
672,1,,,4,,0.51,0.15,,0.07,
673,,,,4,6,,0.18,,0.17,0.04
674,,,,,,,,0.25,0.59,
675,,3,3,3,4,0.18,0.32,,0.42,
676,,,,1,1,,,0.18,,
677,,,,,,0.17,,0.33,,
678,,3,1,2,1,0.3,0.07,0.4,,
679,,,3,,4,0.19,0.59,0.14,,
680,,,,4,,,0.09,,0.03,0.05
681,,,,,1,,,0.14,,
682,,3,,,,,0.45,0.45,0.33,
683,,,,1,2,0.21,,0.21,,
684,3,,1,,,0.38,0.32,0.68,,0.23
685,,,,,6,0.18,0.47,,,0.26
686,1,,1,,2,0.78,0.15,,0.03,0.04
687,,1,,3,5,,,0.58,0.34,0.18
688,,,,,,0.2,,0.49,,
689,2,,,,6,0.17,,0.45,,
690,1,,1,,,,,,0.07,
691,,,1,4,1,0.46,,,0.06,
692,,,3,,4,,0.47,,,
693,,,2,,6,,,0.4,,0.61
694,,,3,1,,0.06,,0.0,,
695,,,3,,,,0.41,0.52,,
696,,,1,,,0.26,,0.41,,
697,1,,1,4,,,0.1,,0.03,0.04
698,,1,2,2,1,,,0.54,0.44,0.09
699,,,,,,,,0.63,,
700,2,,,,6,0.2,,0.51,,
701,4,,,,6,,,0.49,,
702,4,1,3,,6,0.21,,0.5,0.38,0.1
703,,1,3,,6,,,0.45,,0.07
704,3,,1,4,,,,0.74,0.09,0.01
705,1,,1,3,6,,0.13,0.69,,
706,3,,1,3,4,0.42,0.15,,0.16,
707,,1,3,,1,0.16,,0.46,,
708,,,,3,5,0.14,,0.5,,0.18
709,3,,,,,0.42,0.16,0.51,0.25,
710,,,1,,,,0.2,0.76,0.07,0.1
711,3,,1,,,0.42,0.14,,0.1,0.03
712,2,,,,,0.16,,,,
713,1,,3,,1,,0.23,,0.05,0.08
714,,,1,,,0.24,0.31,0.65,,0.12
715,,1,,,,0.09,,,,0.23
716,1,,1,3,,,,0.63,0.1,0.18
717,,,,3,6,0.45,0.31,0.55,0.19,
718,,,1,,,,0.19,,0.11,
719,,1,,,,0.21,,,,
720,1,,1,2,,,0.26,,0.07,0.09
721,,,,3,,0.31,,0.65,0.16,0.16
722,,,1,,6,,0.13,,0.08,0.06
723,3,,1,3,6,,0.18,,,0.23
724,,3,3,,,0.38,,0.48,,
725,4,1,1,,,0.24,0.17,,0.25,0.15
726,,,1,4,2,,,0.88,,0.02
727,,,,,,,,0.25,,
728,,,,,4,0.16,,,,
729,,,3,4,1,0.23,,0.6,,
730,3,,3,3,6,,0.32,0.58,0.2,
731,,,,4,,,0.28,,,
732,,,,1,,,,,,
733,,,,,3,,,,0.8,
734,,,2,3,1,0.17,,0.42,0.34,
735,3,,,2,,0.48,0.24,,0.07,
736,2,,,1,,0.12,,0.23,,
737,,3,,3,,0.2,,,0.32,
738,1,3,,,,,0.51,,,0.04
739,,3,,,,0.25,0.42,0.41,0.37,
740,,,1,,,0.7,0.12,,0.07,
741,3,,1,,4,0.49,0.17,,0.18,
742,,,1,3,,0.43,,,0.15,0.23
743,,1,3,,4,0.14,,,,
744,,1,1,,3,0.27,0.25,0.53,0.33,
745,1,,1,4,6,,0.08,0.87,0.04,0.01
746,3,,1,3,,0.45,0.19,0.48,0.24,
747,2,1,,4,,0.17,0.28,,0.38,0.02
748,3,3,1,,,,0.32,,,
749,3,,,4,1,,,,0.13,0.07
750,1,3,1,4,,0.51,0.09,,,0.05
751,,1,3,2,5,0.1,,0.67,,
752,1,3,1,2,6,,0.17,,0.1,
753,2,,3,,,0.17,,,,
754,,1,1,,1,0.17,,0.59,0.57,0.1
755,1,,1,,,0.52,,,0.13,0.11
756,4,,1,,6,,,0.55,,0.16
757,,3,,4,1,,0.24,0.71,,0.05
758,,3,1,3,,0.14,0.28,0.43,,
759,,,1,3,,0.43,0.4,,,0.33
760,3,3,,3,1,0.47,,,0.11,0.19
761,,,1,3,,0.05,,0.5,1.0,
762,,,1,3,6,0.23,0.23,0.54,,0.21
763,1,3,,3,,0.58,0.24,,,
764,4,,3,,6,,,0.45,0.33,0.19
765,3,,,,2,,,0.73,0.09,0.04
766,1,,,4,,,0.16,,0.06,
767,,,1,,,0.18,0.35,0.57,,
768,2,,3,,,0.2,,,0.36,
769,,1,1,2,4,0.15,,,,0.1
770,,1,3,3,,,,0.44,0.71,0.24
771,,3,,1,,,,,,
772,1,,1,4,,,0.2,0.96,0.03,0.03
773,,1,,,4,0.16,,0.4,,
774,,1,1,4,,0.2,0.54,,,0.0
775,,,3,3,1,0.13,,,,
776,,,,3,4,,,0.52,0.25,
777,,,,,2,0.25,,0.0,,
778,,3,3,1,,0.21,,0.35,,
779,4,,1,2,6,0.29,0.15,0.64,0.2,
780,,1,2,1,,0.09,0.45,0.45,,
781,,3,1,3,6,,,0.55,0.38,0.22
782,,,3,1,,0.16,,0.28,,
783,4,,,,,,,0.48,0.28,0.1
784,,3,,,,0.12,0.76,0.31,,
785,1,3,1,4,,,0.14,,0.04,0.06
786,3,,1,2,,0.42,0.12,,0.11,0.12
787,3,,,,,0.35,,,0.27,0.41
788,3,3,3,,2,0.35,,,0.17,
789,1,3,1,4,4,,,,0.05,0.01
790,,,1,,2,,,,0.03,0.04
791,,,1,3,2,,0.35,0.43,0.17,0.18
792,2,1,,,,0.17,,0.26,,
793,1,3,1,,1,,0.08,0.8,0.05,0.03
794,1,,1,3,,,0.2,0.74,0.08,
795,,1,3,,,0.2,,0.49,,0.13
796,4,3,,3,,0.31,0.35,0.71,,
797,,3,1,,1,,,,0.12,0.02
798,,1,,,6,0.16,,0.47,,0.08
799,,1,,4,2,0.15,0.37,0.58,0.35,0.05
800,,,,4,6,0.6,0.27,0.62,0.13,0.05
801,1,3,1,,,,0.2,,0.04,0.02
802,3,,1,3,2,,,0.55,0.19,
803,3,,3,,2,0.44,0.2,0.73,0.13,0.06
804,,1,2,,,0.09,0.9,0.48,,
805,,,,,,,,,,
806,4,,,,,,0.38,0.62,,0.12
807,4,3,3,,,0.3,0.26,0.56,,0.1
808,,1,1,,1,0.26,0.27,0.65,,0.09
809,,3,1,,6,0.28,0.42,0.62,,0.21
810,2,,1,,6,0.13,,,,0.02
811,,,2,1,4,,,0.02,,
812,,,3,,6,0.49,,0.63,,0.24
813,,3,1,,,0.27,,0.51,0.34,
814,4,3,,,,0.27,,0.66,0.24,
815,,,1,,,0.05,,0.35,0.89,0.12
816,1,3,1,,,,0.24,,0.08,0.06
817,3,3,,,,0.35,,,0.06,
818,1,1,1,,,0.51,0.39,0.75,0.13,0.06
819,3,2,1,,,0.49,,,0.09,0.22
820,,1,1,,,0.09,,0.32,,0.15
821,,,1,4,2,,0.22,,0.15,0.03
822,2,3,,,3,0.07,,0.17,,0.3
823,2,1,,4,1,0.16,,0.51,0.35,0.02
824,,,,4,,,0.14,,0.12,0.05
825,1,,1,,2,,0.27,,0.09,0.02
826,1,,1,4,2,,,,0.07,0.02
827,3,,1,4,,,0.24,0.73,0.14,0.07
828,3,,,,,,0.19,0.54,,
829,2,,,,,0.18,,,,
830,,1,,,6,0.26,0.58,0.61,,0.35
831,,3,,,,,0.25,,0.21,0.08
832,,,1,4,2,,,,0.03,0.03
833,3,,3,4,2,0.4,,,0.13,
834,,,1,,,0.42,0.19,,0.06,0.03
835,,3,1,,4,0.44,0.13,,0.09,0.11
836,,1,,3,6,0.25,,0.63,0.33,
837,,,,,,,0.8,0.37,,
838,1,,1,,6,,0.18,,,
839,,,1,,,,0.19,,0.06,
840,3,1,,,,,0.09,,,0.01
841,,,,3,,,0.27,0.68,0.19,0.23
842,,,,1,6,0.23,,0.3,,
843,,3,,3,6,,0.31,,,
844,,,,,1,0.25,,,,
845,,3,,3,,0.24,,,0.24,
846,4,,,,6,0.32,,,,
847,2,1,,,,0.16,0.29,0.36,0.46,
848,,1,,1,,0.29,0.46,,,
849,,,,,1,,0.15,,0.14,
850,,,1,4,6,,0.12,0.94,0.02,
851,,,1,4,6,0.29,0.32,,,0.06
852,,,1,4,2,,0.23,0.87,0.07,0.04
853,,,3,,,0.15,,,,0.05
854,1,,1,4,,,,,,
855,,,,3,5,0.15,,,,0.31
856,,1,,,,0.14,,0.03,,
857,,1,1,,5,,,0.58,0.45,
858,,1,,,,0.17,,0.23,,
859,2,,,1,1,0.16,,0.33,,
860,2,1,2,3,5,0.12,,,,
861,,,,,,,0.21,,0.15,0.13
862,,,,4,,0.06,,,,
863,,1,,,,,0.2,0.44,,
864,3,,,4,1,0.38,0.28,0.75,0.12,0.07
865,,,,3,,0.02,,,,0.29
866,2,,,4,,0.16,,,,0.04
867,,,,,,0.25,,0.36,0.43,
868,,,,,4,0.22,0.26,0.26,0.34,
869,,3,1,3,,,0.31,0.58,,0.17
870,,,1,1,,0.16,,,,
871,2,,,1,4,,0.48,0.25,0.37,
872,4,1,,,6,,,0.48,,
873,1,,1,,,,0.12,,0.05,
874,1,3,1,3,,,0.17,,0.01,0.18
875,,,1,1,,,,0.43,,
876,,,1,4,5,0.55,0.18,,,0.06
877,,1,,,,0.17,0.48,0.47,0.54,0.28
878,4,3,,,,0.31,0.24,,,
879,,,,2,1,0.34,,,0.19,0.08
880,,,1,,,0.09,0.44,0.55,,
881,,1,3,,,0.19,,0.57,,0.1
882,,,1,4,,0.39,0.18,,0.09,0.06
883,,3,1,4,6,,0.14,,0.05,0.06
884,,1,,,5,0.13,0.38,0.45,,
885,4,3,,,1,,,0.55,0.24,
886,3,3,1,3,6,,0.27,,,
887,1,3,1,3,6,,0.28,0.64,0.19,
888,3,,1,4,,,0.22,,0.16,0.02
889,,3,,,,,0.12,0.94,0.02,
890,3,3,,3,6,0.47,0.29,0.65,,
891,1,3,1,3,,0.56,,,,
892,,,,4,,,0.1,,0.06,0.03
893,,,1,4,,,0.14,,0.06,0.03
894,2,,1,,,0.14,0.2,0.72,,0.02
895,,1,1,2,,0.18,,0.64,0.44,0.11
896,1,3,,,,,0.12,,0.1,0.08
897,2,1,2,,4,0.2,0.15,,,
898,4,,,,,0.29,,,,
899,,,,,,0.14,,0.62,,
900,,,,3,,,0.23,0.36,0.41,0.26
901,3,,1,2,,0.45,,,,
902,3,3,,4,1,,0.31,0.81,,0.02
903,,,,1,2,,,,,
904,3,1,,,2,0.39,,0.66,,
905,1,,,2,6,0.81,0.12,,0.04,
906,,1,1,,,,0.32,,0.09,0.09
907,3,,,1,6,,,,0.25,
908,3,,1,4,,0.46,0.3,,0.14,0.04
909,3,3,,4,1,0.38,0.16,,0.18,0.07
910,4,3,1,,1,0.25,0.46,0.36,,
911,1,,1,,,,,,,0.04
912,3,,,4,,,0.19,0.72,,
913,3,,1,2,,0.42,,,0.08,0.13
914,3,,1,3,2,,,0.62,0.21,
915,,,1,4,6,0.16,,0.83,,0.04
916,,1,1,2,,,,,0.11,
917,1,3,1,,2,,0.21,,0.08,0.09
918,,1,1,,,0.07,,0.0,0.97,
919,,,1,,6,,,,0.4,0.14
920,3,,1,,,0.45,,,0.14,0.1
921,,3,3,1,,,0.28,0.39,0.3,
922,1,,,,2,,0.12,,0.02,0.03
923,3,3,,,,0.41,,,0.14,
924,3,3,1,2,2,,,0.75,,
925,,1,,,,0.12,,0.64,,
926,,1,3,4,1,0.19,,,0.39,0.03
927,1,3,1,,,,,,0.2,
928,2,1,,,,0.14,,0.63,0.48,0.1
929,,,,3,,0.11,,0.52,,0.22
930,1,,,,6,0.59,,,0.11,
931,1,,,4,2,,0.27,,0.1,0.03
932,,1,,,6,,,0.49,0.37,
933,,,1,2,6,,0.12,0.68,0.11,0.11
934,1,3,,,2,,0.25,,0.06,0.1
935,3,,,4,1,,0.06,,,0.03
936,1,,1,4,2,,0.24,,0.06,0.07
937,,,1,,,0.44,,0.71,,0.16
938,1,,1,4,,,,,,0.06
939,,1,3,3,6,0.19,0.24,,,0.18
940,3,,,4,1,,,,0.1,0.06
941,,,3,,,0.16,,0.47,,
942,4,1,,,5,0.28,0.25,0.63,,0.14
943,,3,,,,0.31,,0.61,0.16,0.15
944,,,1,,,,0.11,,0.06,0.04
945,3,1,2,3,,0.39,0.33,,0.17,
946,,3,1,,1,0.16,,0.14,,
947,,,1,,,,,,0.09,
948,,3,,1,,0.18,,0.35,0.71,
949,,,,3,,0.21,,,,
950,1,,1,2,6,,0.03,0.74,0.09,0.14
951,,2,,3,,0.47,,,0.14,0.27
952,,1,,,,0.17,,,0.37,0.12
953,,1,,1,,0.17,,0.26,,
954,,3,1,,,,,0.41,,
955,,,3,3,,,0.48,,,
956,,,,,,0.0,,0.01,1.0,
957,3,,2,4,1,,0.34,,,0.03
958,,,1,1,6,,,0.49,0.29,1.0
959,,1,2,3,2,0.09,,,,
960,,,,,,0.21,,,,
961,4,,,3,4,0.22,0.37,0.45,,
962,,,,,4,,,0.37,,
963,4,,1,4,1,0.28,0.16,0.69,0.18,0.01
964,,,1,4,,,0.22,,,0.03
965,1,3,1,4,2,,0.16,,0.05,0.01
966,1,,3,3,,,,0.76,,0.16
967,,3,,1,,0.21,,0.43,,
968,3,,1,,,0.49,0.23,,,
969,,3,,3,4,0.32,0.22,0.61,0.15,
970,,1,,3,,0.23,0.34,,,0.3
971,,,2,1,1,0.1,,0.08,,
972,1,3,1,2,,,0.25,,,0.09
973,,1,,,1,0.2,0.36,,,
974,,,3,,2,0.44,,0.27,,
975,1,,1,3,,,,,0.09,
976,3,,,,,0.43,,,0.15,0.09
977,,,,,,0.17,,,,
978,2,,,3,3,0.11,,0.38,,
979,,,1,,,0.17,,0.22,,0.38
980,,1,3,4,,0.23,0.32,,,0.07
981,,,,,6,0.28,,0.59,0.23,
982,,1,1,2,,0.18,,0.45,,0.09
983,,1,,3,4,0.16,,0.56,,
984,3,,,,1,0.38,0.18,,,0.08
985,3,,1,2,,,0.37,,0.16,
986,1,,1,4,,,0.1,,0.03,
987,,,1,3,6,,0.25,,0.16,0.23
988,,3,1,,,,0.09,,0.03,0.08
989,1,,1,,,,,,0.05,0.02
990,,1,,,1,0.14,,0.69,,
991,,1,,,1,0.25,0.46,0.57,0.3,0.12
992,,1,,,,,,0.33,0.63,
993,,,3,1,,0.21,0.14,0.47,,
994,,1,,4,1,0.16,0.48,0.62,0.32,0.05
995,1,1,1,4,,,0.15,0.7,,0.03
996,2,,,,,0.17,,0.33,0.34,
997,,1,,,,0.24,0.15,,0.22,
998,,1,3,4,6,0.14,0.25,0.6,0.44,
999,,3,,1,6,0.24,,0.47,,
1000,,1,1,,,,0.25,0.88,0.11,0.04
1001,3,3,1,4,1,0.4,0.14,0.7,0.15,
1002,4,,,,,0.23,0.44,0.4,,
1003,,,1,,6,0.32,0.28,,0.23,0.2
1004,4,,1,,6,0.22,0.27,0.52,0.44,
1005,4,,,,4,0.26,,0.32,,0.48
1006,1,3,1,,,,0.24,,0.04,0.13
1007,,,,,,0.13,,,,
1008,,3,1,4,,0.46,0.14,,0.07,0.04
1009,,,1,,,0.31,,0.42,,
1010,,,1,,,,0.09,,0.07,0.05
1011,,1,1,4,5,,0.07,,0.05,
1012,4,,2,,6,,0.66,,,
1013,,,,3,2,,,0.28,,
1014,,3,1,,,,0.17,,,0.02
1015,3,,1,3,6,0.38,0.13,0.54,0.24,0.25
1016,,,3,3,,0.25,,,,0.23
1017,4,1,,4,,,0.4,0.63,0.31,0.01
1018,1,,1,,6,,0.23,0.75,0.12,
1019,1,3,1,,6,,0.21,0.63,,0.1
1020,1,3,,4,,,0.08,,0.03,
1021,,,,,3,0.11,,0.42,0.76,
1022,,,3,3,6,,,0.38,,
1023,1,,1,,6,,0.22,0.71,,0.13
1024,4,,,,1,0.32,0.29,0.76,0.19,0.03
1025,,1,,,6,0.32,0.27,0.71,0.23,
1026,,1,,,4,0.12,,,,
1027,3,1,1,3,1,0.41,0.12,0.74,0.19,0.28
1028,1,,,4,,,0.22,0.94,0.03,
1029,,,1,,1,,0.28,,,
1030,2,,,,5,0.2,,0.58,,
1031,3,,,3,,,0.32,,,
1032,1,,,2,,0.56,0.4,0.8,0.08,
1033,2,,,,,,0.42,,0.11,0.04
1034,,3,1,4,,,,,0.2,0.07
1035,2,1,,4,5,0.14,,,,0.05
1036,,3,,4,,,0.24,,0.05,0.04
1037,1,3,1,4,2,,0.11,,,0.02
1038,1,,1,1,,,0.4,,0.15,
1039,,1,,3,6,0.11,,,,0.16
1040,,1,2,,4,0.17,0.37,,,
1041,,1,,3,,0.16,0.28,,0.42,
1042,,,3,,,0.3,0.39,0.25,,
1043,4,,,,,0.23,0.25,,0.23,0.02
1044,1,,,,,,0.13,,0.06,0.08
1045,,,,,,0.32,,0.0,0.44,
1046,3,,,,,,0.27,,0.1,0.06
1047,3,1,,4,,0.37,0.09,,0.08,0.07
1048,1,3,,,6,,0.09,,0.06,0.08
1049,3,,,4,2,,0.08,,0.05,0.05
1050,,,,4,,0.14,,0.59,,0.02
1051,4,,,,,0.29,0.17,0.61,0.42,0.13
1052,4,,,,3,0.22,,0.42,,
1053,4,,2,1,,0.22,,,,
1054,,,2,1,,0.12,,0.3,,
1055,3,,,,4,,,,0.25,
1056,3,,,3,6,,,0.6,0.29,
1057,,,,,6,,,0.34,0.36,
1058,,,,3,,0.44,0.13,,0.06,0.32
1059,3,,,3,6,,,,0.25,0.3
1060,3,3,1,,6,,0.22,0.6,0.18,0.31
1061,1,,,3,6,,,0.63,0.24,
1062,1,,1,,,,0.2,,0.1,0.11
1063,3,3,1,,1,0.38,,,0.15,0.07
1064,,1,,2,,0.2,0.31,0.58,,
1065,,,,,,,0.54,0.5,,
1066,,1,2,3,5,0.08,,0.58,,
1067,1,,1,4,,,0.08,,0.07,0.07
1068,,,1,,6,,,0.65,0.16,
1069,3,3,1,,1,0.41,0.07,,0.13,0.07
1070,,,1,3,,0.18,,,,0.33
1071,,,,,,0.27,0.21,0.4,0.14,0.15
1072,2,3,,3,,0.17,,,,0.21
1073,1,,1,,,,,,0.08,0.1
1074,,1,,,6,0.16,,0.41,,0.51
1075,3,,1,3,,,0.25,,,
1076,,1,,,1,,0.36,0.61,,0.09
1077,1,3,1,4,,,0.17,,,0.03
1078,,,3,,,,0.26,,,0.15
1079,1,,1,3,1,,0.2,,0.08,
1080,4,,3,,,0.3,0.41,0.53,,
1081,,,3,,1,,,,,0.03
1082,2,,1,,1,0.11,,0.48,,
1083,1,3,1,,,,0.31,,0.08,0.05
1084,,1,,3,,,,0.43,,
1085,1,,1,4,4,,0.13,0.87,0.05,0.07
1086,2,1,,3,4,0.14,0.44,0.43,,
1087,,,1,,6,,0.29,0.56,0.5,
1088,1,3,1,,2,,0.13,,0.08,0.11
1089,4,,,,1,0.3,0.21,,,0.1
1090,1,,1,,,,,,0.05,0.02
1091,,3,,3,,0.34,0.25,,,
1092,,,,,,0.32,0.46,0.48,,
1093,3,1,,4,,,0.38,0.75,0.16,0.07
1094,,,,1,2,,,0.19,0.31,
1095,,,3,3,,0.23,0.44,,0.33,0.18
1096,,1,,3,,0.18,0.34,0.32,,0.28
1097,,1,,,,0.26,,0.62,0.3,
1098,3,,,,,0.42,0.15,,,0.09
1099,,,,3,,0.23,0.36,0.46,,0.19
1100,,,,3,,0.2,,0.5,,
1101,1,3,1,4,,,,,0.1,0.03
1102,1,,1,4,,,0.1,,0.02,0.04
1103,3,,1,3,2,0.39,,,0.12,0.32
1104,,,2,,2,0.05,,0.22,,0.19
1105,4,3,,,,0.32,,,,
1106,,1,,,,0.1,,0.4,,0.09
1107,,1,,4,,0.3,,,0.28,0.05
1108,3,,3,,,0.33,0.33,,0.29,0.11
1109,,,,,,0.19,,0.49,,
1110,1,3,1,,2,,,,,0.09
1111,,1,1,,4,0.15,,0.63,,0.03
1112,1,,1,,,,,0.85,0.08,0.05
1113,,,1,4,1,,,,,0.05
1114,,3,,,1,,0.18,,0.08,0.13
1115,1,,1,4,,1.0,0.14,,0.07,0.05
1116,3,3,1,,,,0.19,0.74,0.15,
1117,,1,,,5,0.11,,0.5,,
1118,3,,,,2,,0.25,,0.11,
1119,3,,,,,0.41,0.22,,0.1,0.17
1120,,,2,,4,0.08,,0.19,,
1121,1,,1,3,,,0.22,0.75,,
1122,,3,1,,,,0.27,,0.07,
1123,,,1,,,0.22,,,,
1124,3,,,,3,,0.15,0.65,,0.1
1125,1,1,1,,2,,0.18,,,0.03
1126,,1,3,,,0.12,,,,
1127,,,1,3,,,0.14,0.59,0.15,0.17
1128,,,,,2,0.94,0.11,,,0.02
1129,3,,1,,6,,,0.55,0.21,0.2
1130,,,3,,,0.22,,0.53,,
1131,3,,,,2,,,,,0.09
1132,,3,1,,6,,,0.63,,0.06
1133,3,,1,4,,0.37,0.46,,0.14,0.05
1134,3,,,4,,,0.19,,0.04,
1135,2,3,,1,,0.09,,0.19,,
1136,2,,3,,,0.17,0.46,,,
1137,2,,1,3,5,0.19,,0.63,,
1138,1,,1,,,,0.19,,,
1139,,,1,,6,0.5,,0.68,0.11,0.12
1140,,1,1,4,,0.35,,,,0.06
1141,,3,,3,,0.2,0.31,0.5,,
1142,1,,,,,,0.33,,0.08,0.06
1143,4,3,,1,,0.32,0.38,0.61,,
1144,,,,4,,0.5,,,0.11,
1145,3,,1,3,,0.34,0.17,,0.18,0.21
1146,,,,1,3,0.38,0.32,0.71,0.26,
1147,2,,,,6,0.18,,0.47,,
1148,3,1,1,,,,0.36,0.7,,0.03
1149,,,1,4,,,0.14,,0.05,
1150,,,,,4,0.08,,,,
1151,1,3,1,,,,0.1,,0.07,
1152,2,,,,,0.18,0.84,0.39,0.44,
1153,,,3,,,,,0.61,0.19,0.12
1154,2,,,,,0.05,,0.35,,0.29
1155,,3,2,,2,0.15,,,,1.0
1156,1,1,1,4,,0.57,,,0.08,
1157,,,,3,,0.2,0.33,,0.36,
1158,,,,,,0.14,,0.38,0.37,
1159,1,,1,4,5,,0.16,,0.07,0.06
1160,,,,,,0.26,,0.18,,
1161,,1,,,6,0.21,,,,
1162,3,1,1,3,6,0.35,0.22,,0.21,
1163,3,1,3,3,6,0.38,,0.69,0.21,0.29
1164,1,,,,,0.78,0.11,0.95,0.02,0.02
1165,,,,3,4,0.31,,0.55,0.28,
1166,,,2,,6,0.19,,0.39,,
1167,,,,3,4,0.14,,,,
1168,,3,1,,4,,,,,
1169,,1,,,,0.15,,0.42,0.49,0.11
1170,,3,,,6,0.41,,0.57,,
1171,2,1,,,,0.06,,0.48,,
1172,,,2,,6,0.26,,0.58,,
1173,1,,1,,6,,0.04,0.55,,0.22
1174,,3,,,,,0.06,,0.02,0.02
1175,,,,,,,0.1,0.92,0.02,0.0
1176,,,,,6,0.23,,0.53,,
1177,4,,3,,1,0.25,0.29,,,0.13
1178,2,1,1,4,1,0.13,,,,0.06
1179,3,,1,,6,0.45,0.19,,0.12,0.11
1180,,,,4,1,,0.13,,0.04,
1181,,,,,,0.17,,0.39,0.45,0.69
1182,,,1,3,,0.48,0.25,,0.09,
1183,4,,1,,,0.22,,0.27,,
1184,2,1,,,,0.18,,0.5,,
1185,,3,,,,,0.19,,0.05,0.08
1186,3,3,,3,,,,,0.21,0.31
1187,1,,,,,,0.25,,0.07,
1188,,3,2,1,6,,,0.64,,
1189,1,3,,3,,,,,0.09,
1190,,,3,3,,,0.25,,0.4,
1191,,3,3,,,,0.31,,0.17,0.03
1192,,1,,,,,,,,0.15
1193,,,,1,,,,0.47,,
1194,3,,1,,,0.38,0.13,,0.1,0.02
1195,,1,,,,0.31,,,0.2,0.1
1196,,,,3,,,0.25,0.69,0.14,
1197,,,,,,0.25,,0.16,,
1198,1,3,1,4,,,0.25,,0.08,0.06
1199,1,1,,4,,,,,,0.02
1200,,1,3,4,1,0.12,0.58,,,0.06
1201,,3,,,4,0.2,0.33,0.36,,
1202,1,3,1,4,,0.74,0.17,,,
1203,4,,,2,6,0.23,,0.51,,0.14
1204,1,3,,,,,0.21,,0.03,0.03
1205,,,1,,,,0.21,,0.16,
1206,,,1,4,,0.6,,,0.07,
1207,,,3,,6,,0.33,0.67,0.17,
1208,2,1,3,1,3,,,0.48,,0.61
1209,,,,1,,,,0.13,,
1210,1,3,1,2,6,,0.18,,0.08,0.15
1211,1,,1,,,,0.4,,0.12,0.09
1212,,,1,1,,,0.38,0.46,0.38,
1213,,,,,,,0.13,,0.06,0.02
1214,1,3,1,,2,,,,0.08,
1215,1,,,4,2,,0.04,,0.06,0.03
1216,1,1,1,4,,,,0.89,0.06,0.06
1217,,3,3,3,,0.36,0.28,0.59,0.22,0.2
1218,2,3,,3,,0.11,,0.37,,0.25
1219,1,,1,,,,0.07,,0.01,0.07
1220,3,,1,4,1,,0.14,0.7,0.1,0.06
1221,,,3,,6,0.33,,0.52,,0.19
1222,1,3,1,,1,,0.04,,0.02,
1223,,,,3,,0.2,0.19,0.47,,0.16
1224,3,3,1,3,,0.33,0.38,,,0.19
1225,,,,2,6,0.33,0.24,0.65,0.21,
1226,3,,,3,,0.43,0.38,0.73,0.15,0.18
1227,1,3,,,,0.66,0.2,,0.12,0.11
1228,,,,,,,,0.7,0.16,0.22
1229,1,,,4,,,0.26,,0.05,0.03
1230,4,,,3,,,,,,
1231,,1,3,,2,0.19,,0.51,0.36,0.0
1232,1,1,,4,2,,,,0.11,
1233,3,3,1,,,0.43,0.47,0.54,,
