ID,IncomeLevel,UrbanType,EducationLevel,CrimeLevel,RegionCode,medIncome,PctUnemployed,PctFam2Par,PctPopUnderPov,ViolentCrimesPerPop
461,,1,,1,4,0.16,0.8,0.22,0.63,0.55
462,1,3,1,4,1,0.62,0.14,0.92,0.08,0.04
463,4,3,2,1,,0.26,0.79,0.55,,1.0
464,3,1,1,1,2,0.47,0.45,0.7,0.14,0.37
465,,,1,3,,0.17,0.53,0.41,0.46,0.33
466,2,1,3,,6,0.11,0.61,0.53,0.5,0.09
467,1,3,1,3,2,0.87,0.18,0.83,0.07,0.28
468,1,,1,2,6,0.57,0.15,0.71,0.13,0.12
469,4,3,2,2,1,0.28,0.36,0.6,0.14,
470,3,3,2,4,,0.38,0.31,0.64,0.1,0.03
471,4,3,3,3,6,0.28,0.39,0.42,0.31,0.22
472,,,1,4,,0.53,0.17,0.91,0.1,0.05
473,2,3,3,,4,0.16,0.47,0.34,0.49,0.78
474,4,3,1,1,4,0.26,0.22,0.43,0.29,0.46
475,2,1,3,,4,0.14,0.55,0.28,,0.34
476,,1,3,3,6,0.17,0.75,0.46,0.48,
477,4,3,3,2,1,0.23,0.55,0.38,,0.14
478,3,3,1,1,6,0.35,0.38,0.62,0.43,
479,4,1,1,4,1,0.25,0.27,0.71,0.2,0.06
480,2,1,2,3,4,0.14,0.38,0.42,0.52,0.24
481,4,3,2,1,,0.22,0.22,0.64,0.26,0.4
482,1,1,1,3,6,,,0.8,0.12,0.22
483,,1,3,1,4,0.09,0.48,0.3,0.63,
484,3,3,1,2,,0.38,0.22,0.65,0.13,0.11
485,1,,,4,,,0.16,0.95,0.08,0.02
486,4,,1,3,5,0.23,0.39,0.5,0.47,0.25
487,3,3,1,2,,0.41,0.29,0.66,0.19,0.1
488,4,3,1,4,1,0.26,,0.54,0.4,0.05
489,2,1,3,3,4,0.13,0.51,0.42,0.53,0.16
490,3,3,2,,2,0.44,0.18,0.72,0.15,0.04
491,1,3,1,4,2,0.85,0.13,0.93,0.02,0.01
492,2,1,,3,3,,0.61,0.1,0.89,0.29
493,1,3,1,2,2,,0.1,0.94,0.02,0.1
494,1,3,1,4,2,0.78,0.2,0.92,0.04,0.05
495,2,,2,1,6,0.1,0.79,0.39,,0.36
496,2,1,3,3,5,0.07,1.0,0.45,0.91,0.22
497,1,,1,3,2,0.6,0.26,0.62,0.12,0.17
498,4,,3,2,1,,0.51,0.49,0.4,0.15
499,3,3,3,2,2,,0.27,,0.09,0.14
500,4,3,,1,6,0.23,0.73,0.36,0.6,
501,1,3,1,,2,0.51,0.34,0.69,,0.1
502,2,,1,3,4,0.19,0.29,0.62,0.43,0.24
503,1,3,1,,2,0.52,0.3,0.81,0.12,0.12
504,4,1,1,4,1,0.31,0.39,0.63,0.38,0.04
505,4,3,3,3,5,0.25,,0.51,,0.21
506,2,3,,1,4,0.14,0.45,0.38,0.55,0.7
507,4,3,2,2,1,0.21,0.62,0.41,0.52,0.13
508,3,3,1,2,6,0.37,0.19,0.65,0.16,0.13
509,,1,2,3,5,0.16,0.64,0.6,0.64,0.24
510,2,1,,4,2,0.19,0.38,0.61,0.33,0.04
511,3,3,3,2,5,0.35,0.25,,0.2,0.14
512,4,3,3,3,1,0.27,0.5,0.5,0.33,0.22
513,2,1,3,3,1,0.18,0.73,0.47,0.52,0.17
514,3,,1,3,,0.39,0.26,0.55,0.21,0.22
515,,1,1,3,5,0.31,0.26,0.71,,0.21
516,1,3,1,4,2,0.64,0.14,0.87,0.02,0.03
517,3,,3,3,2,0.44,0.3,0.68,0.12,
518,2,1,1,2,4,0.19,,0.63,0.38,0.09
519,,1,3,2,6,0.26,0.53,0.61,0.34,0.11
520,4,1,3,4,,0.21,0.04,0.71,0.25,0.0
521,3,3,1,2,4,,0.17,0.74,0.12,
522,3,3,3,3,2,0.4,0.45,0.69,0.18,
523,4,3,1,1,1,0.25,0.36,0.4,,0.46
524,2,1,3,3,4,0.15,0.43,0.48,0.5,0.24
525,2,1,3,2,2,0.18,0.59,0.41,0.36,0.08
526,4,3,1,1,5,0.26,0.39,0.5,0.36,0.66
527,2,1,3,3,4,0.12,0.72,0.08,0.84,0.25
528,2,1,3,4,,0.19,0.7,0.44,0.43,0.07
529,,,2,,6,0.38,0.55,0.6,0.3,0.56
530,3,3,3,4,2,,0.3,0.71,0.18,0.0
531,1,3,1,4,2,0.58,0.18,,0.05,0.04
532,4,1,3,2,6,0.31,0.29,0.69,0.2,0.15
533,4,3,3,1,1,0.22,0.67,0.39,0.5,0.41
534,1,3,1,3,6,0.69,0.19,0.75,0.11,0.2
535,2,,2,4,2,0.12,0.48,0.6,0.31,0.06
536,4,3,3,3,4,0.28,0.12,0.62,0.19,
537,3,1,3,4,1,,0.16,0.77,0.1,0.05
538,3,3,3,,2,0.46,0.25,0.55,0.12,0.18
539,3,3,3,4,2,0.48,0.25,,0.09,0.07
540,2,1,3,1,4,0.14,0.32,0.22,,0.91
541,3,3,1,2,2,0.44,0.28,,0.13,0.15
542,1,3,1,2,,0.65,0.25,,0.1,0.13
543,3,3,1,4,2,0.4,0.15,,0.15,0.03
544,1,3,1,4,2,0.69,0.29,0.85,0.05,0.05
545,4,3,2,1,2,0.23,,0.33,0.48,0.36
546,3,3,2,,6,0.36,0.57,0.56,0.27,0.86
547,3,3,,2,2,,0.34,0.75,0.17,0.11
548,3,3,3,3,1,0.41,0.22,0.8,0.08,
549,3,3,,4,1,0.48,0.12,0.82,0.07,0.06
550,4,3,2,3,2,0.21,0.45,0.39,,0.28
551,1,3,1,4,1,0.51,0.07,,0.06,0.01
552,4,3,1,4,6,0.21,0.38,0.66,0.41,0.05
553,1,3,3,1,6,0.53,0.46,0.66,0.17,0.52
554,1,,,3,2,0.63,,0.58,0.15,
555,1,1,1,4,2,0.63,0.16,0.8,0.06,0.04
556,2,1,3,1,4,0.11,0.53,0.12,0.67,0.55
557,4,1,3,4,2,0.27,,0.61,0.27,0.01
558,4,3,1,1,1,0.27,0.35,0.56,0.32,0.36
559,3,3,1,,6,,0.07,0.7,0.16,0.36
560,1,3,1,4,6,0.65,0.16,0.77,0.11,0.07
561,2,3,3,1,2,0.15,0.82,0.0,,0.85
562,3,1,3,2,1,0.38,0.09,0.72,0.11,
563,1,3,1,2,,0.63,0.21,0.82,0.1,0.12
564,2,3,1,3,4,0.16,0.44,0.53,0.49,0.25
565,4,3,1,,6,0.32,0.55,0.44,,
566,2,1,,4,1,0.2,0.34,0.64,0.37,0.04
567,2,1,3,1,4,0.19,0.33,0.59,0.46,
568,1,3,3,1,6,0.54,0.23,0.72,0.12,0.41
569,4,3,3,,,0.23,0.54,0.58,0.53,0.33
570,2,3,3,3,5,0.17,0.46,0.55,,0.33
571,1,,1,3,6,,0.17,,0.08,
572,1,3,1,2,4,0.54,0.1,0.7,0.11,0.14
573,3,3,1,4,2,0.38,0.36,0.7,0.16,0.07
574,2,,1,2,2,0.1,0.28,0.32,1.0,0.15
575,3,3,3,,2,0.36,0.22,0.74,0.12,0.08
576,1,3,1,,1,0.52,0.26,0.81,0.06,0.1
577,3,3,1,,,0.43,0.07,,0.08,0.04
578,1,3,1,4,,,0.3,0.88,0.04,0.04
579,4,3,1,2,1,0.25,0.23,0.65,0.22,0.08
580,3,3,3,2,2,0.37,0.48,0.56,,0.14
581,3,1,3,4,,0.41,0.32,,0.13,0.04
582,1,3,1,3,2,0.72,0.14,0.87,0.06,
583,2,1,3,3,1,,0.63,0.62,0.51,0.27
584,2,1,3,2,2,0.15,0.66,0.41,0.45,0.13
585,1,,1,2,2,0.7,0.14,0.87,0.05,0.09
586,3,3,3,,,0.47,0.26,,0.11,0.09
587,2,3,3,1,4,,0.74,0.19,0.73,0.56
588,2,1,2,,,0.02,1.0,0.5,,0.52
589,,3,1,2,2,0.34,0.27,0.73,0.17,0.12
590,,,,2,6,0.13,0.27,0.63,0.56,0.12
591,2,1,2,1,5,0.05,,0.33,0.89,0.41
592,2,3,3,1,,0.14,0.7,0.0,0.72,0.87
593,1,3,1,4,4,,0.07,,0.01,0.01
594,1,3,1,4,2,0.59,0.19,,0.06,0.06
595,1,,1,4,,0.62,0.18,0.87,0.05,0.03
596,2,3,2,2,,0.2,0.6,0.55,0.38,0.11
597,1,3,1,2,2,0.53,0.29,,0.19,0.15
598,,3,1,3,2,0.42,0.45,0.58,0.22,0.24
599,4,3,3,3,1,,0.29,,0.32,0.21
600,2,1,,4,4,0.09,0.48,0.34,0.81,0.03
601,4,3,1,,2,0.3,0.6,0.29,,0.87
602,3,3,1,1,6,0.4,,0.49,0.32,
603,4,1,1,3,2,0.21,,0.48,0.36,0.23
604,1,3,1,,6,0.72,0.08,0.7,0.11,0.1
605,,3,3,1,4,0.22,0.35,,0.43,0.59
606,3,3,3,3,4,0.36,0.12,0.7,0.13,0.24
607,,1,3,2,,0.16,0.34,,0.53,0.13
608,3,3,2,,1,0.35,0.38,0.69,0.2,0.11
609,2,3,,1,2,0.16,0.56,0.4,0.44,0.59
610,1,3,1,4,2,0.96,0.13,0.96,0.03,0.01
611,1,3,1,1,6,0.5,0.3,0.63,0.19,
612,,3,3,2,2,0.14,0.64,0.37,,0.13
613,4,3,3,3,1,0.27,0.32,0.62,0.24,0.24
614,3,3,1,2,2,0.35,0.46,0.48,0.3,0.1
615,2,1,2,1,6,0.13,0.67,0.41,0.54,0.4
616,4,3,1,1,2,0.26,0.35,0.5,0.28,
617,3,3,1,2,1,0.42,0.31,,0.13,0.09
618,4,3,1,3,1,0.23,0.3,0.59,0.35,0.18
619,2,1,3,3,,0.16,0.62,0.29,0.55,
620,1,3,1,2,,1.0,0.08,0.9,0.07,0.13
621,2,1,1,3,4,0.15,0.48,0.28,0.56,0.33
622,4,3,1,4,1,0.21,0.36,0.64,0.5,0.06
623,3,1,1,2,2,0.45,0.32,0.7,0.12,0.1
624,3,3,1,4,2,0.46,,,0.16,0.04
625,4,,3,3,6,0.22,0.67,0.47,0.67,0.23
626,4,3,1,2,6,0.27,0.38,0.61,0.26,0.08
627,3,1,3,2,,,0.38,0.72,0.19,0.1
628,4,1,1,4,2,,0.2,0.73,0.19,0.01
629,2,1,1,2,5,0.17,0.41,0.51,0.39,0.1
630,3,3,1,3,1,0.48,0.1,0.74,0.1,0.17
631,2,3,2,1,1,0.13,1.0,0.0,0.79,0.89
632,4,3,2,1,2,0.23,0.74,0.09,0.47,0.85
633,4,1,3,2,4,0.25,0.27,0.54,0.29,0.14
634,2,,2,3,3,0.16,1.0,0.4,0.6,0.32
635,2,1,2,4,4,0.1,0.6,0.52,0.66,0.03
636,3,3,1,2,6,0.4,0.21,,0.11,0.09
637,2,3,,,5,0.1,1.0,0.62,,0.2
638,3,3,3,1,2,0.33,0.61,0.44,0.35,0.54
639,1,,1,2,4,0.51,0.15,0.75,0.13,0.15
640,4,3,1,3,1,0.26,0.13,0.66,0.22,0.18
641,2,1,2,3,6,0.17,1.0,0.58,,0.24
642,2,3,3,,2,0.17,0.73,,,0.94
643,4,3,2,1,4,0.31,0.24,0.76,0.18,0.65
644,3,,1,4,6,0.44,0.18,0.84,0.12,0.06
645,1,3,1,4,2,0.82,,0.94,0.09,
646,,,2,3,4,0.34,,0.73,0.19,0.26
647,2,3,2,2,5,0.09,1.0,0.54,,0.12
648,1,,,4,2,0.67,0.13,,0.05,0.03
649,3,3,3,,6,0.36,0.55,0.54,0.35,
650,4,3,3,4,4,0.28,0.33,0.71,0.27,0.01
651,2,1,1,,4,0.13,0.37,0.6,0.86,
652,1,,1,2,,0.65,0.15,0.78,0.08,0.15
653,1,3,1,4,2,0.76,0.08,0.91,0.02,0.04
654,3,3,1,4,2,0.42,0.09,0.85,0.07,0.03
655,4,1,3,4,2,0.23,0.38,0.53,,0.06
656,1,,1,2,2,0.51,0.27,0.72,0.09,0.09
657,2,1,3,3,,0.13,0.62,0.48,0.62,0.28
658,1,3,1,4,6,1.0,0.12,0.93,,0.07
659,1,3,1,3,6,0.59,0.18,0.74,0.13,0.16
660,4,1,3,1,1,0.23,0.3,0.66,0.22,0.41
661,2,3,,3,,0.08,0.98,0.53,0.99,0.22
662,1,3,1,4,1,0.58,0.07,0.86,0.05,
663,3,3,1,,4,0.34,0.21,0.52,0.3,0.35
664,4,3,1,1,5,0.25,0.48,0.51,0.46,0.63
665,2,1,3,2,,0.16,0.62,0.44,0.47,0.09
666,1,3,1,3,6,0.66,0.16,0.55,0.13,0.25
667,4,3,,3,4,0.29,0.31,0.73,0.17,
668,2,3,1,1,4,0.18,0.61,0.0,0.73,1.0
669,,3,2,1,,0.18,0.86,0.51,0.7,0.36
670,4,3,1,1,2,0.29,0.54,0.19,0.49,0.81
671,2,3,3,3,6,0.2,0.75,0.37,,0.27
672,1,,3,4,2,0.51,0.15,0.86,0.07,0.07
673,3,,3,4,6,0.36,0.18,,0.17,0.04
674,2,3,2,1,2,0.12,0.66,0.25,0.59,0.61
675,2,3,3,3,4,0.18,0.32,0.35,0.42,0.24
676,2,3,2,1,1,0.09,,0.18,,0.95
677,,3,3,1,4,0.17,0.43,0.33,,0.81
678,4,3,1,2,1,0.3,0.07,0.4,0.17,0.12
679,,3,3,1,4,0.19,,0.14,,1.0
680,1,3,1,4,1,,0.09,0.93,0.03,0.05
681,4,,3,1,1,0.27,0.62,0.14,0.26,0.38
682,4,3,3,,6,,0.45,0.45,0.33,0.37
683,4,3,3,1,2,0.21,0.65,0.21,0.54,
684,3,,1,,4,0.38,0.32,0.68,,0.23
685,2,3,3,,6,0.18,0.47,0.5,,0.26
686,1,3,1,4,,0.78,0.15,,0.03,0.04
687,2,1,,3,5,0.18,0.43,0.58,0.34,0.18
688,,3,2,1,,0.2,0.89,0.49,0.64,0.62
689,2,3,3,1,6,0.17,0.67,0.45,0.53,0.5
690,1,3,1,2,6,,0.11,0.79,0.07,0.14
691,3,,1,4,1,0.46,0.12,0.83,0.06,0.06
692,4,3,,1,4,0.21,0.47,0.32,,
693,2,3,2,1,6,0.17,,0.4,,0.61
694,,3,3,1,4,0.06,0.65,0.0,0.89,0.35
695,4,1,3,1,,0.25,0.41,0.52,0.43,
696,4,3,1,,5,0.26,0.48,0.41,0.47,
697,1,3,,4,2,0.85,0.1,0.91,0.03,0.04
698,2,1,2,2,1,0.18,0.75,0.54,0.44,0.09
699,4,3,3,1,5,0.28,0.47,0.63,0.37,0.51
700,2,3,2,1,6,,0.94,0.51,0.69,0.54
701,4,3,3,1,6,0.28,0.65,0.49,,0.45
702,4,1,3,2,6,0.21,0.43,0.5,0.38,0.1
703,,1,3,4,6,0.15,0.68,0.45,,0.07
704,3,2,1,4,2,0.41,0.34,0.74,0.09,0.01
705,1,3,1,3,6,0.8,0.13,0.69,0.14,
706,3,3,1,3,4,0.42,0.15,0.54,0.16,0.29
707,2,1,3,1,1,0.16,0.8,0.46,0.51,0.42
708,2,1,3,3,5,0.14,0.6,0.5,0.53,0.18
709,3,3,1,,,0.42,0.16,0.51,0.25,0.36
710,3,,1,2,2,,0.2,0.76,0.07,0.1
711,3,3,1,4,4,0.42,0.14,0.83,0.1,0.03
712,2,3,,1,1,0.16,0.58,0.39,0.55,0.62
713,1,3,3,2,1,,0.23,,0.05,0.08
714,4,1,1,2,5,0.24,0.31,0.65,0.47,0.12
715,,1,3,3,4,0.09,0.35,0.46,0.59,0.23
716,1,,1,3,2,,,0.63,0.1,0.18
717,,3,,3,6,0.45,0.31,0.55,0.19,0.28
718,3,3,1,2,1,0.47,0.19,0.79,0.11,0.09
719,4,1,3,3,5,0.21,0.34,,0.37,0.2
720,1,3,1,2,2,0.58,0.26,0.77,0.07,0.09
721,4,3,,3,2,0.31,0.3,,0.16,0.16
722,1,,1,4,,0.66,0.13,0.79,0.08,0.06
723,3,3,1,3,6,0.36,0.18,0.53,0.15,0.23
724,3,3,3,,6,0.38,0.48,0.48,0.34,0.82
725,4,1,1,2,,0.24,0.17,0.5,0.25,0.15
726,1,3,1,4,2,0.66,0.17,0.88,0.13,0.02
727,,3,2,1,6,,,0.25,0.73,
728,2,3,,1,4,0.16,0.55,0.16,0.65,0.34
729,4,,3,4,1,0.23,0.5,0.6,0.26,0.01
730,3,,3,3,6,,0.32,0.58,0.2,0.21
731,4,3,3,4,,0.32,0.28,0.74,0.22,0.06
732,,3,1,1,4,,,0.66,0.29,0.59
733,2,3,2,1,3,0.09,0.76,0.21,0.8,0.66
734,2,3,2,3,1,0.17,0.43,0.42,0.34,0.2
735,3,3,1,2,4,0.48,0.24,,0.07,0.1
736,2,1,3,1,4,0.12,,0.23,0.78,0.4
737,,3,,3,2,0.2,0.41,0.4,0.32,0.17
738,1,3,1,4,2,0.51,0.51,0.8,0.51,0.04
739,,,1,3,2,0.25,0.42,0.41,0.37,0.28
740,1,3,1,2,5,0.7,0.12,0.85,0.07,
741,3,,1,3,4,0.49,0.17,0.44,0.18,0.27
742,3,,1,3,2,0.43,0.54,,0.15,0.23
743,2,1,3,1,4,0.14,,0.11,,0.59
744,4,1,1,2,3,0.27,0.25,0.53,0.33,
745,1,,1,4,6,1.0,0.08,0.87,0.04,0.01
746,3,3,1,3,,0.45,0.19,0.48,0.24,
747,2,1,3,4,1,0.17,0.28,0.72,0.38,0.02
748,3,3,1,3,,0.4,0.32,0.76,0.11,0.17
749,3,3,3,4,,0.37,0.31,,0.13,0.07
750,1,3,1,4,2,0.51,0.09,0.67,0.08,0.05
751,2,1,3,2,5,0.1,0.97,0.67,1.0,0.12
752,1,3,1,2,6,,0.17,0.78,0.1,0.1
753,2,3,3,,4,0.17,0.51,0.51,0.5,0.11
754,2,1,1,2,1,0.17,,0.59,0.57,0.1
755,1,3,1,2,2,0.52,,0.72,0.13,0.11
756,4,3,1,,6,0.27,,0.55,,0.16
757,3,3,3,4,1,0.35,0.24,0.71,0.1,0.05
758,,3,1,3,4,0.14,0.28,0.43,0.79,0.24
759,3,3,1,3,6,0.43,0.4,0.69,0.2,0.33
760,3,3,1,3,1,0.47,,0.78,0.11,0.19
761,2,1,1,3,5,0.05,,0.5,1.0,0.19
762,4,,1,3,6,0.23,0.23,0.54,0.34,0.21
763,1,3,1,3,2,0.58,0.24,0.78,0.03,0.16
764,4,1,3,3,6,0.27,0.34,0.45,0.33,0.19
765,3,3,3,4,2,,0.27,0.73,0.09,0.04
766,1,3,3,4,2,0.53,0.16,,0.06,0.05
767,2,3,1,1,5,0.18,0.35,0.57,0.58,0.34
768,2,3,3,3,4,0.2,0.43,0.43,0.36,0.23
769,2,1,1,2,4,0.15,,0.6,0.5,0.1
770,2,1,3,3,6,0.17,0.89,0.44,0.71,0.24
771,4,3,3,1,4,0.23,,0.5,0.45,0.52
772,1,,1,4,2,0.93,0.2,0.96,0.03,0.03
773,2,1,3,1,4,0.16,0.63,0.4,0.58,0.36
774,,1,1,4,2,0.2,0.54,,0.5,0.0
775,,1,3,3,1,0.13,0.61,0.61,,0.24
776,,,3,3,4,0.22,,0.52,0.25,0.3
777,4,3,3,1,2,0.25,,0.0,0.47,1.0
778,4,3,3,1,2,0.21,0.45,0.35,0.39,0.43
779,4,3,1,,6,0.29,0.15,0.64,0.2,0.11
780,2,1,,1,4,0.09,0.45,0.45,,0.41
781,3,3,1,3,,0.33,0.37,0.55,0.38,0.22
782,,3,3,1,4,0.16,0.43,0.28,0.55,0.7
783,4,3,2,2,2,,0.4,0.48,0.28,0.1
784,,3,3,1,,0.12,0.76,0.31,0.74,0.61
785,1,3,1,4,2,,0.14,0.83,0.04,0.06
786,3,3,1,2,4,0.42,0.12,0.69,0.11,0.12
787,3,3,1,1,,0.35,0.3,0.41,0.27,0.41
788,3,3,3,4,2,0.35,0.29,0.75,0.17,0.04
789,1,3,1,4,4,,0.09,0.84,0.05,0.01
790,1,3,1,4,2,0.63,0.21,0.91,0.03,0.04
791,3,3,1,3,2,0.45,0.35,0.43,0.17,0.18
792,2,1,3,,4,0.17,0.58,0.26,0.56,0.47
793,1,3,1,4,1,0.55,0.08,0.8,0.05,0.03
794,1,3,1,3,4,0.5,0.2,0.74,0.08,0.21
795,,1,3,,6,0.2,0.46,0.49,0.38,0.13
796,4,3,3,3,4,0.31,0.35,0.71,0.22,0.25
797,3,,1,4,1,0.35,,0.74,0.12,0.02
798,2,1,,2,6,0.16,0.66,0.47,0.46,0.08
799,2,1,2,4,2,0.15,0.37,0.58,0.35,0.05
800,1,1,1,4,6,0.6,0.27,0.62,0.13,0.05
801,1,3,1,4,,0.59,0.2,0.81,0.04,0.02
802,3,3,1,3,2,0.43,0.35,0.55,0.19,
803,3,3,3,4,2,0.44,0.2,0.73,0.13,0.06
804,,1,2,1,3,0.09,0.9,0.48,0.88,0.5
805,2,1,3,,5,0.16,0.53,0.47,,0.28
806,4,3,1,,6,0.29,0.38,0.62,0.2,0.12
807,4,3,3,2,6,0.3,0.26,0.56,0.21,0.1
808,4,1,1,2,1,0.26,0.27,0.65,,0.09
809,,3,1,3,6,0.28,0.42,0.62,0.28,0.21
810,2,1,1,4,6,0.13,,0.85,1.0,0.02
811,2,1,2,1,4,,,0.02,0.98,1.0
812,,3,3,3,6,0.49,,0.63,0.2,0.24
813,4,3,1,2,6,0.27,,0.51,0.34,0.13
814,4,3,3,2,4,0.27,,0.66,0.24,
815,2,1,1,2,5,0.05,,0.35,0.89,0.12
816,1,,1,4,2,,0.24,0.85,0.08,0.06
817,3,3,3,,2,0.35,0.28,0.65,0.06,0.12
818,1,1,1,4,2,,0.39,0.75,0.13,0.06
819,3,2,1,3,2,0.49,0.38,0.92,0.09,0.22
820,2,1,1,2,4,0.09,,0.32,0.88,0.15
821,,3,1,4,2,0.5,0.22,0.84,0.15,0.03
822,2,3,1,3,3,0.07,,0.17,0.96,0.3
823,2,1,3,4,1,0.16,0.32,0.51,0.35,0.02
824,1,3,1,4,,0.55,0.14,,0.12,0.05
825,1,,1,4,2,0.67,0.27,,0.09,0.02
826,1,3,1,4,2,0.96,0.21,0.88,0.07,0.02
827,3,3,1,4,,0.47,0.24,0.73,0.14,0.07
828,3,,1,,4,0.4,0.19,0.54,0.13,0.26
829,2,3,1,1,2,0.18,0.58,0.12,,1.0
830,4,1,,1,6,0.26,0.58,0.61,,0.35
831,4,3,3,2,,0.25,0.25,0.7,0.21,0.08
832,,3,1,4,2,0.56,0.16,0.78,0.03,0.03
833,3,2,3,4,2,0.4,0.32,0.84,0.13,
834,3,,1,4,2,0.42,0.19,0.89,0.06,0.03
835,3,3,1,2,4,0.44,0.13,0.75,0.09,0.11
836,,1,,3,6,0.25,,0.63,0.33,0.29
837,2,3,3,1,,0.1,0.8,0.37,,0.79
838,1,3,1,2,6,,0.18,0.7,0.17,
839,1,3,1,4,2,,0.19,0.82,0.06,0.02
840,3,1,3,4,2,0.49,0.09,,0.06,0.01
841,3,3,,3,,,0.27,0.68,0.19,0.23
842,4,3,3,1,6,0.23,0.69,0.3,0.5,1.0
843,1,3,,3,,0.64,0.31,,0.12,
844,,3,2,1,1,0.25,,0.5,0.35,0.58
845,4,3,,3,4,,0.22,0.56,0.24,
846,4,3,3,1,6,0.32,0.74,0.56,0.41,0.5
847,2,1,3,1,4,0.16,0.29,0.36,0.46,0.4
848,4,1,3,1,5,0.29,0.46,0.65,0.4,0.34
849,3,3,3,4,1,0.37,0.15,0.69,0.14,0.05
850,1,3,1,4,6,,0.12,0.94,0.02,0.04
851,4,3,1,4,6,0.29,0.32,0.64,0.68,0.06
852,1,1,1,4,2,0.57,0.23,0.87,0.07,0.04
853,2,1,3,4,2,0.15,0.51,0.52,0.48,0.05
854,1,,1,4,,0.54,0.21,0.9,0.04,0.01
855,2,3,3,3,,0.15,0.65,0.6,0.8,0.31
856,2,1,2,1,4,0.14,0.48,0.03,0.58,0.62
857,4,1,1,3,5,0.28,0.45,0.58,0.45,0.2
858,2,1,,1,4,0.17,0.54,0.23,,0.6
859,2,,2,1,1,0.16,0.9,0.33,0.57,0.97
860,2,1,2,3,5,0.12,0.67,0.66,0.76,0.28
861,4,3,1,2,,0.31,0.21,0.71,0.15,0.13
862,2,1,2,4,5,0.06,,,1.0,0.07
863,4,1,3,,4,0.21,0.2,0.44,0.33,0.26
864,3,,3,4,1,0.38,0.28,0.75,0.12,0.07
865,2,1,2,3,5,0.02,1.0,0.6,1.0,0.29
866,,3,2,4,4,0.16,,0.57,0.49,
867,4,,,1,4,0.25,0.44,0.36,0.43,0.85
868,4,,1,,4,0.22,0.26,0.26,0.34,0.76
869,3,3,1,3,5,0.33,0.31,0.58,0.27,0.17
870,2,3,1,1,4,0.16,0.41,0.42,,0.65
871,2,3,2,1,4,0.15,0.48,0.25,0.37,0.54
872,4,1,2,,6,0.22,0.61,0.48,,0.36
873,1,3,1,2,5,,0.12,0.94,0.05,
874,1,,1,3,5,,0.17,0.94,0.01,0.18
875,4,3,1,1,4,0.26,0.31,0.43,0.37,
876,,3,1,4,5,0.55,0.18,0.81,0.1,0.06
877,,1,3,3,4,0.17,0.48,0.47,0.54,0.28
878,4,3,1,3,4,0.31,0.24,0.58,0.42,0.28
879,3,3,,2,1,,0.22,0.71,0.19,0.08
880,2,1,1,2,4,0.09,0.44,0.55,0.52,0.14
881,2,1,3,2,6,0.19,0.48,0.57,0.29,0.1
882,3,,1,4,4,0.39,0.18,0.72,0.09,0.06
883,1,3,1,4,6,0.79,0.14,0.8,0.05,0.06
884,,1,,1,5,0.13,0.38,0.45,0.6,0.48
885,4,3,2,2,1,0.23,0.35,0.55,0.24,0.09
886,3,3,1,3,6,0.43,0.27,0.59,0.19,0.19
887,1,3,1,3,6,0.51,0.28,0.64,0.19,0.26
888,3,,1,4,,,0.22,,0.16,0.02
889,1,3,1,2,1,,0.12,0.94,0.02,0.08
890,3,3,1,3,6,0.47,0.29,0.65,0.17,0.22
891,1,3,1,3,,0.56,0.27,0.67,,
892,,3,1,4,2,0.61,0.1,0.85,0.06,0.03
893,1,,1,4,4,0.58,,0.86,0.06,0.03
894,2,1,1,4,1,0.14,0.2,0.72,0.61,0.02
895,2,1,1,2,4,0.18,0.44,0.64,0.44,0.11
896,1,3,1,,4,0.52,0.12,0.82,0.1,0.08
897,2,1,2,3,4,0.2,0.15,0.79,0.29,0.24
898,4,3,3,3,2,0.29,0.45,,0.31,0.22
899,,,3,,5,0.14,,0.62,0.5,0.5
900,2,3,2,3,,0.19,0.23,0.36,0.41,0.26
901,,,1,2,1,0.45,0.21,0.78,0.11,
902,,3,,4,1,,0.31,0.81,0.08,0.02
903,4,,1,1,2,0.32,,0.65,0.22,0.55
904,3,1,1,3,2,0.39,0.31,0.66,0.34,0.18
905,1,3,1,2,6,0.81,0.12,,0.04,0.09
906,1,1,1,2,2,0.52,0.32,0.81,0.09,0.09
907,3,3,3,1,6,0.4,0.37,0.52,0.25,
908,3,3,1,4,2,0.46,0.3,0.7,0.14,0.04
909,3,3,,4,1,0.38,0.16,0.79,0.18,0.07
910,4,3,1,,1,0.25,0.46,0.36,,1.0
911,1,2,1,4,2,1.0,0.11,,0.03,0.04
912,3,3,3,4,4,0.4,0.19,0.72,,0.04
913,3,3,1,2,2,0.42,,0.8,0.08,0.13
914,3,3,1,3,2,,0.33,0.62,0.21,
915,2,3,1,4,6,0.16,,0.83,0.57,0.04
916,1,1,1,2,6,,0.15,0.82,0.11,0.12
917,1,,1,2,2,0.63,0.21,0.8,0.08,0.09
918,2,1,1,1,4,0.07,1.0,0.0,0.97,0.53
919,4,3,1,,,,0.37,0.67,0.4,0.14
920,3,3,1,2,,0.45,,,0.14,0.1
921,,3,3,1,4,0.24,0.28,0.39,0.3,0.45
922,1,3,,4,2,0.96,0.12,0.96,0.02,0.03
923,3,3,3,3,,0.41,0.49,0.68,0.14,0.28
924,3,3,1,2,2,0.46,0.33,0.75,0.14,
925,2,1,3,1,5,0.12,0.56,0.64,0.61,0.39
