ID,IncomeLevel,UrbanType,EducationLevel,CrimeLevel,RegionCode,medIncome,PctUnemployed,PctFam2Par,PctPopUnderPov,ViolentCrimesPerPop
495,,3,2,1,6,0.1,0.79,0.39,,0.36
496,2,1,3,3,,0.07,,0.45,0.91,0.22
497,1,,1,3,2,0.6,0.26,0.62,0.12,0.17
498,,,3,,1,0.23,0.51,,0.4,0.15
499,3,,3,,2,0.41,0.27,0.82,0.09,0.14
500,,3,3,,6,,0.73,0.36,0.6,1.0
501,,3,,,,,0.34,,0.12,0.1
502,2,,1,3,4,0.19,,,0.43,0.24
503,1,3,1,2,2,0.52,,0.81,0.12,
504,4,,1,4,1,0.31,0.39,,,0.04
505,,3,3,,5,,0.41,0.51,,0.21
506,2,3,1,1,,,,,,0.7
507,,3,2,2,1,0.21,0.62,0.41,0.52,0.13
508,3,3,1,2,6,0.37,0.19,0.65,,
509,2,,,3,5,0.16,,0.6,0.64,
510,2,1,3,,2,,0.38,0.61,0.33,0.04
511,,3,3,2,,,,0.72,,0.14
512,4,,3,3,1,,0.5,0.5,0.33,0.22
513,2,1,,3,1,0.18,0.73,0.47,0.52,0.17
514,3,3,,,6,0.39,0.26,0.55,,0.22
515,,1,,,5,0.31,0.26,0.71,0.28,
516,1,,,4,2,,,0.87,,0.03
517,3,3,3,3,2,0.44,0.3,0.68,0.12,0.2
518,,,1,,4,0.19,0.41,,0.38,0.09
519,,1,3,2,,0.26,,,0.34,
520,4,1,3,4,1,,0.04,,,0.0
521,3,3,,2,4,0.41,,0.74,0.12,0.13
522,3,,,,2,,0.45,,0.18,0.17
523,4,,1,1,1,0.25,0.36,,0.45,0.46
524,,1,3,3,4,,,,0.5,0.24
525,2,1,3,2,2,0.18,,0.41,0.36,0.08
526,4,3,1,1,5,,0.39,,0.36,0.66
527,2,1,3,3,4,0.12,0.72,0.08,0.84,0.25
528,2,1,3,4,2,,0.7,0.44,0.43,0.07
529,,3,,,6,0.38,0.55,0.6,0.3,
530,3,,3,4,,,0.3,0.71,,0.0
531,1,,1,,2,,,0.8,0.05,0.04
532,4,,3,2,6,,,0.69,0.2,0.15
533,4,3,3,,1,0.22,0.67,0.39,,0.41
534,,3,1,3,6,,0.19,0.75,0.11,
535,2,3,2,4,,0.12,,0.6,0.31,0.06
536,4,3,3,3,4,0.28,0.12,0.62,0.19,0.2
537,3,1,,,,0.37,0.16,,0.1,
538,3,,3,,2,0.46,0.25,0.55,0.12,
539,,,3,4,2,0.48,0.25,0.75,0.09,0.07
540,2,,3,1,,,0.32,0.22,0.62,
541,3,3,1,2,2,,,0.7,0.13,0.15
542,1,3,1,2,,,0.25,0.69,0.1,0.13
543,,3,,4,2,,0.15,0.69,0.15,0.03
544,,3,,,2,,0.29,0.85,0.05,0.05
545,4,,2,,2,0.23,0.74,0.33,0.48,0.36
546,,,,1,,0.36,,0.56,,0.86
547,,,3,,2,0.43,0.34,0.75,0.17,0.11
548,,3,3,,1,,0.22,0.8,0.08,0.18
549,,3,1,,1,,0.12,,,0.06
550,,3,,3,,0.21,0.45,0.39,,
551,1,3,,4,1,0.51,,0.83,,0.01
552,4,3,,,6,,,0.66,0.41,
553,1,3,3,1,,0.53,0.46,,0.17,0.52
554,1,3,1,3,,0.63,,0.58,,0.21
555,,1,1,4,,,0.16,,0.06,0.04
556,2,,3,1,4,0.11,0.53,0.12,0.67,
557,,1,3,,2,,0.45,0.61,0.27,
558,4,,1,1,,0.27,0.35,0.56,0.32,0.36
559,,3,1,,,0.38,,0.7,0.16,
560,1,,1,,6,0.65,0.16,0.77,0.11,0.07
561,2,3,3,1,2,0.15,0.82,0.0,0.62,0.85
562,3,,3,,1,,,0.72,0.11,
563,1,3,1,2,,0.63,0.21,,0.1,
564,2,,,3,4,,0.44,,,0.25
565,4,,1,1,6,0.32,0.55,0.44,0.5,1.0
566,,,1,4,1,0.2,,,0.37,0.04
567,,1,3,1,,0.19,0.33,0.59,,0.36
568,1,3,3,1,6,0.54,,,0.12,
569,4,,,3,,0.23,0.54,0.58,,0.33
570,2,,,3,,0.17,,0.55,0.4,
571,1,,,,6,0.81,,,0.08,0.19
572,1,3,1,,,,0.1,,,0.14
573,3,3,,,2,0.38,0.36,0.7,,
574,,3,1,2,2,0.1,0.28,0.32,1.0,0.15
575,3,3,3,2,2,0.36,,0.74,,
576,1,,1,,,,,0.81,0.06,
577,3,,1,,2,0.43,,0.74,0.08,
578,1,,,4,,,0.3,0.88,0.04,0.04
579,4,,,,,0.25,,,0.22,0.08
580,3,,3,2,2,0.37,0.48,0.56,,0.14
581,,1,3,,,0.41,,0.8,,
582,1,3,,3,,,0.14,0.87,0.06,
583,,1,,3,,0.14,0.63,,0.51,
584,2,1,3,,,0.15,0.66,0.41,0.45,0.13
585,1,3,,2,2,,0.14,0.87,0.05,0.09
586,3,3,3,2,2,,0.26,0.77,,
587,2,,,1,4,,,,0.73,0.56
588,2,1,2,,5,0.02,1.0,0.5,1.0,0.52
589,3,,,2,2,,,0.73,,
590,,1,1,2,,0.13,0.27,0.63,,
591,,1,,1,5,,0.73,0.33,0.89,0.41
592,2,3,3,1,,0.14,0.7,0.0,0.72,
593,,3,,,4,0.94,0.07,0.95,0.01,
594,1,3,1,,2,,0.19,0.8,0.06,0.06
595,1,3,1,4,2,,0.18,,0.05,0.03
596,2,3,,2,1,0.2,,0.55,0.38,0.11
597,,3,,2,2,0.53,0.29,0.59,,0.15
598,3,3,1,3,,,0.45,0.58,0.22,
599,4,3,,3,1,0.23,0.29,0.41,,0.21
600,2,1,1,,4,,0.48,0.34,0.81,0.03
601,,3,1,1,2,0.3,0.6,0.29,0.51,0.87
602,3,,,,,0.4,,0.49,0.32,0.39
603,4,,1,3,,,,,0.36,0.23
604,,3,1,,,,0.08,0.7,0.11,0.1
605,4,,3,1,4,,0.35,0.36,,
606,3,,3,,4,,0.12,0.7,,0.24
607,,1,3,,4,0.16,0.34,0.54,0.53,
608,3,3,,2,1,,0.38,,,0.11
609,,,,1,2,0.16,0.56,0.4,,0.59
610,,3,1,4,2,,0.13,0.96,0.03,0.01
611,,3,1,1,6,,0.3,,0.19,0.41
612,2,3,3,2,2,0.14,0.64,,0.56,
613,4,3,3,3,1,0.27,,,0.24,0.24
614,3,,1,2,2,0.35,,0.48,0.3,0.1
615,2,,2,1,6,0.13,0.67,0.41,0.54,0.4
616,4,3,1,1,2,,0.35,0.5,0.28,
617,3,3,,,,0.42,0.31,,0.13,
618,,3,,3,,,,0.59,,0.18
619,2,1,3,3,,0.16,,0.29,0.55,0.16
620,,,,,6,1.0,0.08,,0.07,
621,2,1,,3,,0.15,0.48,0.28,,0.33
622,4,,1,4,,0.21,0.36,0.64,,0.06
623,3,1,,,2,,0.32,0.7,0.12,0.1
624,3,3,,4,2,0.46,0.32,0.64,0.16,0.04
625,4,3,3,,,,,0.47,,
626,,3,1,2,6,,,,,
627,,1,3,,2,0.33,0.38,0.72,,0.1
628,,1,,,2,0.32,0.2,0.73,,0.01
629,,1,1,,5,,0.41,0.51,,0.1
630,3,,1,3,1,0.48,0.1,,,
631,,3,2,1,,0.13,1.0,,,
632,4,3,2,,2,0.23,0.74,0.09,0.47,
633,4,1,3,,,,0.27,0.54,,0.14
634,2,,2,,3,0.16,,0.4,0.6,0.32
635,2,1,2,,4,0.1,0.6,0.52,,0.03
636,3,3,1,2,6,0.4,0.21,0.7,,0.09
637,2,,3,3,5,,1.0,0.62,,0.2
638,,,,1,2,0.33,,0.44,,0.54
639,,3,1,2,4,0.51,0.15,,0.13,0.15
640,4,3,1,3,1,0.26,,0.66,0.22,0.18
641,,,,3,6,,1.0,0.58,,0.24
642,2,3,,1,2,0.17,,0.0,0.73,0.94
643,,,,,,,,0.76,,0.65
644,3,3,,4,,0.44,0.18,0.84,,
645,,,1,4,2,0.82,0.25,0.94,0.09,0.05
646,3,,2,3,,0.34,0.3,,,
647,,3,2,2,,0.09,1.0,,,0.12
648,1,3,1,4,2,,,,0.05,0.03
649,,3,3,1,6,,0.55,,0.35,0.41
650,,,3,4,,0.28,,,0.27,0.01
651,2,1,1,2,4,0.13,,,,0.15
652,1,,1,2,,0.65,0.15,,0.08,
653,1,3,,,2,0.76,0.08,0.91,0.02,0.04
654,3,3,1,4,,0.42,,0.85,,0.03
655,4,1,,4,,,,0.53,0.31,
656,1,3,1,2,2,0.51,,0.72,,
657,,1,3,3,4,,0.62,,0.62,0.28
658,,3,,4,6,1.0,,,0.02,
659,1,3,1,3,6,0.59,,0.74,0.13,0.16
660,4,,3,1,,0.23,0.3,0.66,0.22,0.41
661,2,3,,3,,0.08,0.98,0.53,,0.22
662,,3,,,1,0.58,0.07,,0.05,
663,3,3,1,1,4,0.34,0.21,,,0.35
664,,,1,1,5,0.25,0.48,0.51,,
665,,,,2,6,,0.62,0.44,0.47,0.09
666,1,,,3,,0.66,0.16,0.55,0.13,0.25
667,4,3,2,,,,0.31,0.73,0.17,0.22
668,,3,1,1,4,0.18,,,0.73,1.0
669,2,3,2,1,6,0.18,0.86,0.51,0.7,
670,4,3,,,2,0.29,,0.19,,0.81
671,2,,,3,,,0.75,,0.49,0.27
672,,3,,4,2,0.51,,0.86,0.07,0.07
673,3,3,,4,6,0.36,0.18,,0.17,
674,2,3,2,,,,0.66,,0.59,
675,,3,3,,4,,0.32,0.35,0.42,
676,2,3,2,1,1,,1.0,0.18,0.77,0.95
677,,3,3,,,0.17,,0.33,,
678,,3,1,2,,0.3,,,0.17,0.12
679,2,3,,1,4,,,,0.55,
680,1,3,1,4,,0.62,,,0.03,
681,,3,,,1,0.27,0.62,0.14,0.26,0.38
682,,,3,,,0.27,0.45,0.45,,0.37
683,4,,,,2,,0.65,0.21,0.54,0.53
684,,3,1,3,4,0.38,,,0.14,0.23
685,2,,3,3,6,0.18,,0.5,0.48,0.26
686,1,,1,,2,,,0.91,0.03,0.04
687,2,,,3,5,,,0.58,0.34,
688,,3,2,,6,0.2,0.89,0.49,0.64,
689,2,3,,1,6,0.17,0.67,0.45,,0.5
690,1,,1,2,6,,0.11,,0.07,0.14
691,3,3,,,,0.46,0.12,0.83,0.06,
692,,3,,1,,0.21,0.47,,0.47,
693,,3,2,,6,,,,0.56,0.61
694,2,3,3,,,0.06,,0.0,0.89,
695,4,1,3,1,4,0.25,,0.52,0.43,
696,4,,,,5,0.26,,,0.47,0.72
697,,,1,4,2,0.85,,,,0.04
698,,1,2,2,,,0.75,0.54,0.44,0.09
699,4,3,3,,,0.28,0.47,0.63,0.37,0.51
700,2,3,,,6,0.2,,0.51,,0.54
701,4,3,3,,6,0.28,,0.49,,0.45
702,4,,3,,6,0.21,,0.5,0.38,0.1
703,2,1,3,4,6,0.15,0.68,0.45,0.52,
704,3,,1,,,,,,0.09,0.01
705,,3,1,,,0.8,0.13,,0.14,0.16
706,3,3,,,,0.42,,,0.16,0.29
707,2,1,3,1,,0.16,0.8,0.46,,
708,2,1,3,3,5,0.14,0.6,0.5,0.53,
709,3,3,1,1,4,0.42,,,0.25,0.36
710,,,,2,2,0.4,0.2,0.76,0.07,
711,3,3,,,4,0.42,,0.83,0.1,
712,2,,3,1,,0.16,0.58,0.39,0.55,0.62
713,,3,,2,,,0.23,0.88,0.05,0.08
714,4,1,1,,5,,0.31,0.65,0.47,0.12
715,2,1,3,3,4,0.09,0.35,0.46,,
716,,,1,,,,0.26,0.63,0.1,0.18
717,3,3,3,,,0.45,,,0.19,
718,,3,,2,1,0.47,0.19,,0.11,
719,4,1,,3,,0.21,0.34,0.71,0.37,
720,,,1,2,2,,0.26,0.77,0.07,0.09
721,4,3,,3,2,0.31,,0.65,,
722,,3,,4,,,0.13,0.79,0.08,
723,3,,,3,,,0.18,,,0.23
724,3,3,3,1,6,,,0.48,,
725,4,,,2,,0.24,0.17,0.5,0.25,0.15
726,1,3,,4,2,,0.17,0.88,,
727,4,3,,1,,0.22,,0.25,,
728,2,3,,,,0.16,0.55,,,0.34
729,,1,3,4,1,,0.5,,,0.01
730,3,3,3,3,6,0.42,0.32,,0.2,0.21
731,4,3,3,,5,0.32,0.28,0.74,0.22,0.06
732,,3,,,4,0.5,,,0.29,
733,,3,2,,,0.09,,,,0.66
734,2,,,,,,0.43,0.42,0.34,
735,,3,1,,4,,0.24,,0.07,0.1
736,,1,3,1,4,,0.57,,0.78,0.4
737,,3,,3,,0.2,0.41,0.4,0.32,
738,,,,4,2,,0.51,0.8,0.51,0.04
739,,,1,,2,0.25,0.42,0.41,,
740,,,,2,5,0.7,0.12,,,
741,3,,1,3,4,,0.17,,0.18,0.27
742,3,,1,3,2,,0.54,,0.15,
743,,1,,,4,,0.56,0.11,0.51,0.59
744,4,1,1,2,,,,,0.33,
745,1,3,1,4,6,1.0,0.08,,0.04,
746,3,3,1,,,0.45,0.19,0.48,0.24,0.23
747,2,1,,4,1,0.17,0.28,,0.38,0.02
748,,3,,3,2,,0.32,0.76,,0.17
749,3,,,,1,,,,0.13,0.07
750,1,,,,,,0.09,0.67,,0.05
751,2,1,3,2,5,,,0.67,,
752,1,3,1,2,,0.69,,,,0.1
753,2,3,,,4,0.17,0.51,,0.5,0.11
754,2,,1,2,1,,0.36,,,0.1
755,1,3,,2,,0.52,0.36,0.72,,0.11
756,4,,1,3,,,0.44,0.55,0.36,0.16
757,3,,3,,,,,0.71,,
758,,3,1,3,,,,,0.79,
759,3,3,,3,6,0.43,0.4,0.69,0.2,
760,3,3,,3,1,0.47,,,,0.19
761,,1,1,3,,0.05,0.68,0.5,1.0,
762,4,1,1,3,,,0.23,0.54,,
763,1,3,1,3,2,0.58,,0.78,,0.16
764,,1,,3,6,0.27,,0.45,0.33,0.19
765,3,,,,,0.44,0.27,0.73,,0.04
766,1,,3,,,0.53,0.16,0.87,,0.05
767,2,3,,1,5,,0.35,,,0.34
768,2,,3,,4,,0.43,0.43,,0.23
769,2,,1,2,4,,0.41,0.6,,
770,,1,3,3,,,,0.44,,0.24
771,4,3,,,4,0.23,0.28,0.5,0.45,0.52
772,,2,1,,,,0.2,,,0.03
773,2,1,3,,4,0.16,0.63,0.4,0.58,0.36
774,2,,1,,2,,0.54,,,
775,,1,3,3,1,,0.61,0.61,,
776,4,3,3,3,4,,,,0.25,
777,4,,3,,,0.25,0.81,0.0,,1.0
778,,,3,1,,0.21,,0.35,,0.43
779,4,3,1,2,6,0.29,0.15,,0.2,0.11
780,2,,2,1,4,0.09,0.45,,0.55,0.41
781,,3,1,3,6,,,0.55,,
782,,3,,,,0.16,0.43,0.28,0.55,
783,4,,2,2,,,,,0.28,0.1
784,2,3,,,4,0.12,0.76,0.31,0.74,
785,1,,,,2,,0.14,0.83,0.04,
786,3,3,,,4,0.42,0.12,0.69,0.11,0.12
787,3,3,1,,,,0.3,0.41,0.27,0.41
788,,3,,4,,,0.29,0.75,0.17,
789,1,,1,,,,0.09,,0.05,0.01
790,1,3,1,,,0.63,,,0.03,
791,3,,1,3,,,0.35,0.43,,
792,,1,3,1,4,0.17,0.58,0.26,,0.47
793,1,,,4,1,,0.08,0.8,,
794,1,,1,,4,0.5,,0.74,0.08,0.21
795,2,1,3,2,6,0.2,,0.49,,
796,4,,,3,,0.31,,0.71,,0.25
797,,3,1,4,1,0.35,,,0.12,
798,,,3,,,0.16,0.66,0.47,0.46,0.08
799,,1,2,4,,0.15,0.37,,,
800,1,1,1,4,6,0.6,0.27,,0.13,
801,,3,1,4,2,,0.2,0.81,0.04,0.02
802,3,,,3,2,0.43,0.35,0.55,0.19,0.27
803,3,,3,,2,0.44,0.2,,0.13,
804,2,,2,1,,0.09,0.9,,,
805,2,1,,,,0.16,0.53,0.47,,0.28
806,,,1,,6,,,,0.2,0.12
807,,,,,6,0.3,,0.56,0.21,0.1
808,4,1,,2,,,,0.65,,
809,4,3,1,3,6,0.28,,0.62,,
810,2,,1,,6,0.13,0.57,0.85,1.0,0.02
811,,,2,1,,0.05,0.82,0.02,0.98,1.0
812,,3,3,,,0.49,0.34,0.63,,
813,4,,1,2,,0.27,,0.51,0.34,0.13
814,4,3,,2,,0.27,0.42,,0.24,0.1
815,,,1,2,,0.05,0.66,,0.89,
816,1,3,1,4,,0.63,0.24,0.85,0.08,0.06
817,3,,3,,2,0.35,0.28,0.65,0.06,0.12
818,1,,,4,,,0.39,,0.13,
819,3,,1,,2,0.49,0.38,0.92,0.09,0.22
820,2,,,2,,0.09,,0.32,0.88,0.15
821,1,3,1,,,,,,0.15,
822,2,3,1,3,3,0.07,0.65,0.17,0.96,0.3
823,,,3,4,,0.16,0.32,0.51,0.35,0.02
824,1,3,,4,,0.55,0.14,0.81,0.12,
825,,3,,4,,,0.27,0.82,,0.02
826,1,,1,,,,0.21,0.88,0.07,
827,3,3,1,4,,0.47,,,0.14,0.07
828,3,3,,,4,0.4,,0.54,,0.26
829,,,1,1,2,0.18,,,,1.0
830,,1,,1,,,,,0.34,
831,,3,3,2,4,0.25,,0.7,0.21,0.08
832,,,,,2,,0.16,0.78,,
833,3,2,3,,,,0.32,,,0.02
834,3,3,1,4,,0.42,0.19,,0.06,
835,3,,,2,4,,0.13,,0.09,
836,4,,3,3,,0.25,0.51,0.63,,
837,,3,3,1,,,0.8,,,0.79
838,1,,,,6,0.57,,0.7,0.17,0.13
839,1,3,1,,2,,,,0.06,
840,3,,3,,2,0.49,0.09,,0.06,0.01
841,3,,,,5,,,,0.19,
842,,3,,,6,0.23,0.69,0.3,0.5,1.0
843,,3,1,3,,0.64,0.31,0.73,0.12,
844,,3,,,1,,,,0.35,
845,4,,,3,,,0.22,,0.24,
846,,3,3,,,,0.74,,0.41,0.5
847,2,1,3,1,4,,,0.36,0.46,0.4
848,,1,,1,5,,0.46,0.65,,0.34
849,3,3,,4,1,,0.15,0.69,0.14,
850,,,,4,6,,0.12,,,
851,4,3,1,,,0.29,,,,
852,1,1,1,4,2,,,,0.07,
853,2,1,3,4,2,0.15,0.51,,0.48,0.05
854,1,,,,,,,0.9,0.04,0.01
855,,3,,3,,0.15,,,,0.31
856,2,1,,,,,0.48,0.03,0.58,0.62
857,,,,3,,0.28,,0.58,0.45,
858,2,,3,,4,0.17,0.54,0.23,0.62,0.6
859,,,,1,,,,0.33,,0.97
860,2,1,2,3,5,,0.67,0.66,0.76,0.28
861,4,3,1,2,2,0.31,,,0.15,0.13
862,,1,,,5,,,0.41,,0.07
863,4,1,,3,,,,,0.33,
864,,,,,,0.38,,,0.12,0.07
865,2,1,2,3,5,0.02,1.0,0.6,,0.29
866,,3,2,,4,,,,0.49,
867,4,3,,1,,,,,0.43,
868,,3,1,1,4,0.22,0.26,0.26,0.34,0.76
869,,,1,3,5,0.33,0.31,,,
870,,3,,,4,0.16,,0.42,,
871,,3,2,1,,,,0.25,0.37,0.54
872,,1,2,,6,,0.61,0.48,0.57,0.36
873,,,,,5,0.72,,0.94,0.05,0.13
874,1,,1,,5,,,,,
875,4,3,,,,0.26,,0.43,0.37,0.35
876,,3,,,,0.55,0.18,,,
877,,1,3,3,,0.17,,0.47,,
878,,,,,4,,0.24,,0.42,0.28
879,,,3,2,1,,,,0.19,
880,,1,1,,,,0.44,0.55,0.52,0.14
881,2,,,,6,0.19,0.48,,0.29,
882,3,,,4,4,0.39,,0.72,0.09,
883,1,3,,4,6,,0.14,0.8,0.05,
884,2,1,3,,5,0.13,0.38,0.45,,
885,,,2,,1,0.23,,,0.24,0.09
886,,3,1,,6,0.43,0.27,,0.19,0.19
887,1,,1,,,,,,0.19,0.26
888,3,3,1,4,,0.37,0.22,0.8,,0.02
889,,3,,,,,0.12,,,
890,,,,,6,0.47,0.29,,,0.22
891,,3,1,3,2,0.56,,0.67,,0.2
892,1,,,4,,0.61,,,,
893,,3,1,4,4,,0.14,0.86,,
894,2,1,,,,0.14,0.2,0.72,,0.02
895,2,,,2,4,0.18,,0.64,,
896,,3,,2,,0.52,0.12,,,0.08
897,,,2,,4,0.2,0.15,0.79,,0.24
898,4,,,3,,0.29,0.45,,,0.22
899,,,,1,,,,,,
900,2,,2,3,,0.19,0.23,0.36,0.41,0.26
901,,,,,1,0.45,0.21,0.78,,
902,3,3,,4,,0.43,,,0.08,
903,,1,,,2,0.32,,,0.22,0.55
904,,1,1,,,0.39,,0.66,,0.18
905,,,1,2,,0.81,,,,0.09
906,,1,1,2,2,,,,,
907,,3,,,,0.4,,0.52,0.25,0.46
908,,3,1,4,2,,0.3,,,0.04
909,3,3,1,4,1,,0.16,0.79,0.18,0.07
910,,,1,1,,,0.46,,0.4,
911,1,,1,4,,1.0,,0.98,,
912,3,,,4,,,,0.72,0.14,0.04
913,,3,1,,2,0.42,,,,
914,3,3,,3,,0.49,0.33,0.62,,
915,2,3,1,,6,0.16,0.43,,0.57,0.04
916,1,1,1,2,,0.52,,0.82,,
917,1,3,,,,,,,,0.09
918,2,,1,1,4,0.07,,0.0,0.97,
919,,3,,2,,,0.37,,,0.14
920,3,,,,,0.45,0.24,0.64,0.14,0.1
921,4,3,,1,,,0.28,0.39,,
922,1,3,,,2,,0.12,0.96,0.02,0.03
923,,,3,,2,,,0.68,0.14,
924,,,,2,,,0.33,,0.14,0.15
925,2,1,3,1,,0.12,,,0.61,0.39
926,2,,3,,1,0.19,0.35,,,
927,1,3,1,,,,0.27,0.56,0.2,0.23
928,2,,,,,,0.54,,0.48,
929,,,,3,4,0.11,0.95,0.52,0.58,
930,1,3,1,3,,0.59,0.16,0.69,,
931,,,1,4,,,0.27,,,0.03
932,,1,2,1,6,,,,,
933,1,,1,,,,0.12,0.68,,
934,,,3,,,0.65,,0.85,0.06,0.1
935,,,1,4,1,0.38,,0.64,,0.03
936,,,1,,,,,0.82,0.06,0.07
937,3,,1,3,,,,,0.17,
938,,,1,4,,0.76,,0.85,,
939,2,1,,3,,,,0.64,0.38,
940,,,,,1,,0.21,0.76,0.1,0.06
941,,1,3,,,,0.53,0.47,0.44,
942,,,3,2,5,0.28,0.25,,0.36,0.14
943,,,1,2,,,,,,
944,,,1,4,,1.0,0.11,,0.06,
945,3,,,,,0.39,0.33,0.64,0.17,
946,,3,,,,,0.51,0.14,,
947,1,,,,,0.87,,,0.09,
948,2,,,1,,0.18,0.41,,,
949,,3,,3,5,0.21,0.51,,,
950,1,3,1,2,,0.6,,,,0.14
951,3,2,1,,2,0.47,0.41,0.82,,
952,,1,2,2,,0.17,0.74,0.48,0.37,
953,,,,1,4,,0.63,0.26,,0.74
954,,3,,1,,0.33,,,0.39,
955,,,3,,,0.37,,,0.3,
956,2,3,,,4,,,,,1.0
957,3,,,,1,0.33,0.34,,,
958,4,3,,,6,,,0.49,0.29,1.0
959,2,1,2,,,,,0.43,0.52,
960,4,3,3,,,,,,0.49,
961,,,,,4,,,0.45,0.27,0.26
962,2,3,1,,,0.13,0.44,,0.71,
963,,,1,,,,,0.69,,0.01
964,1,,1,,2,,0.22,0.89,0.06,
965,,3,1,4,2,0.68,,0.95,0.05,0.01
966,1,3,3,,,,0.3,,0.22,0.16
967,4,3,,,,,,0.43,0.56,
968,,3,,2,,0.49,0.23,,0.15,
969,4,,,3,4,0.32,,,,0.24
970,,1,3,,,0.23,0.34,,0.39,
971,,3,2,1,1,,,0.08,,0.69
972,1,3,1,,,,0.25,,0.06,0.09
973,2,1,,,1,0.2,,0.61,0.29,
974,3,,,1,2,,,,,
975,1,,,3,,,,0.78,,
976,3,,,,,0.43,,0.75,0.15,0.09
977,2,,,1,4,0.17,0.54,,,
978,,3,2,3,,,0.55,,,0.33
979,,,1,,2,0.17,,,,0.38
980,,1,,4,,0.23,,0.5,0.33,0.07
981,4,3,,,,,,0.59,0.23,
982,2,,,2,,0.18,,0.45,0.42,0.09
983,2,1,,3,4,0.16,,0.56,0.57,0.21
984,,,3,2,,,0.18,,0.18,0.08
985,,3,1,2,2,,,0.72,,0.1
986,,3,,,2,,0.1,,,
987,1,3,,3,,0.58,0.25,,,
988,1,3,1,,2,,,0.91,0.03,
989,,3,,,,,0.36,,0.05,
990,2,,3,2,,,,0.69,,0.08
991,,,3,2,,,,,0.3,0.12
992,,,1,1,4,0.17,0.49,0.33,,0.4
993,,3,,,4,0.21,0.14,,0.31,
994,2,1,3,4,,,,,0.32,
995,,,,4,2,0.52,0.15,0.7,,0.03
996,,,,,4,,,,,
997,,,,2,,,,0.71,,
998,,1,,4,6,,0.25,,,
999,4,3,,,6,0.24,0.87,,,1.0
1000,,1,1,4,,,0.25,,,
1001,,,1,4,,0.4,0.14,0.7,0.15,0.06
1002,,3,,,4,0.23,,,,1.0
1003,,3,,3,6,,,,0.23,
1004,4,,,2,6,,0.27,0.52,,0.14
1005,4,,,1,4,0.26,0.26,,0.39,0.48
1006,,3,1,,,,,0.86,,
1007,,,,,1,,0.71,0.12,0.71,
1008,3,,,4,,,0.14,0.83,,
1009,4,3,,,,0.31,0.36,0.42,0.32,
1010,1,3,1,,4,0.7,,0.78,,
1011,,,1,,5,0.78,0.07,,,
1012,,3,,1,,,,,,0.39
1013,4,,3,,2,,0.52,0.28,,
1014,1,,1,,,,,,,
1015,3,,,,,0.38,,0.54,,0.25
1016,4,,3,3,4,0.25,,,0.25,0.23
1017,4,,3,4,,,,0.63,,0.01
1018,,3,,,6,,0.23,,,0.12
1019,1,,1,2,,,0.21,,0.11,0.1
1020,,,1,,2,0.82,,,,0.04
1021,,1,,,,0.11,,,,
1022,,,3,,6,0.16,0.45,,0.55,0.2
1023,1,3,1,,,0.62,0.22,,,0.13
1024,4,,2,,1,0.32,,0.76,,
1025,4,,3,2,6,0.32,0.27,0.71,,0.11
1026,,,3,,4,0.12,0.5,,,
1027,,1,1,3,1,,,,0.19,0.28
1028,1,3,1,4,,0.9,0.22,0.94,0.03,0.01
1029,,3,,3,,0.17,,,,
1030,2,,,,,,0.66,,0.67,0.43
1031,3,,3,3,,0.33,,,0.26,
1032,,2,,,2,,,,0.08,
1033,2,3,,4,,0.18,0.42,,0.11,0.04
1034,,,1,,,,,0.66,,
1035,2,1,,,,,0.58,0.61,0.34,0.05
1036,1,3,,,2,,,0.99,,
1037,,3,,,2,,,0.95,,0.02
1038,,,1,1,,,,0.67,0.15,
1039,,1,,3,6,,0.63,0.36,,
1040,,1,2,,4,,,0.36,,
1041,2,,2,3,4,,,0.43,0.42,
1042,,3,3,1,4,,0.39,,,
1043,,1,,4,1,0.23,,0.71,,0.02
1044,,,,,2,,0.13,,0.06,
1045,,3,,1,,0.32,0.44,,0.44,1.0
1046,,,,,,0.36,0.27,,,
1047,3,,,,1,0.37,0.09,,0.08,0.07
1048,,,,2,6,0.71,,0.78,,
1049,,3,1,,,,0.08,0.86,0.05,
1050,,3,2,,,0.14,0.62,,,
1051,,,,,,,,0.61,,0.13
1052,,,,1,,0.22,0.49,0.42,0.52,0.45
1053,,3,2,1,,0.22,,0.12,,
1054,,3,,,4,,,,0.69,
1055,3,3,,1,,0.33,,,0.25,0.39
1056,,,3,,,,0.38,,0.29,0.26
1057,,3,3,,,,0.43,,0.36,
1058,,3,1,,,0.44,0.13,0.71,,
1059,,3,,3,,,0.37,0.6,0.25,
1060,,,1,,,,0.22,0.6,,
1061,1,,,,6,,0.33,,0.24,0.27
1062,,,,,2,,0.2,,0.1,
1063,,,1,,,,0.11,0.71,,0.07
1064,2,,3,2,,,0.31,0.58,0.41,0.09
1065,,3,,,6,,0.54,,0.42,
1066,,,,,5,,,,,0.17
1067,1,,1,4,,,,,,0.07
1068,3,,,3,,,0.37,,0.16,
1069,3,,,,,0.41,,,,0.07
1070,2,,1,3,,,0.33,0.54,,0.33
1071,,3,,2,,,0.21,0.4,,
1072,,3,3,3,6,,0.52,0.46,0.43,0.21
1073,,,,,,,,0.77,0.08,0.1
1074,,,,1,,0.16,1.0,0.41,,
1075,,,,3,4,,0.25,,,0.17
1076,4,1,,,1,0.22,,,,
1077,,,1,,2,0.68,,0.85,0.05,
