ID,IncomeLevel,UrbanType,EducationLevel,CrimeLevel,RegionCode,medIncome,PctUnemployed,PctFam2Par,PctPopUnderPov,ViolentCrimesPerPop
627,,1,3,,,0.33,0.38,0.72,,
628,,1,,,2,0.32,0.2,,,0.01
629,,,1,,,,0.41,0.51,,0.1
630,3,,1,3,,0.48,0.1,,,
631,,3,2,1,,0.13,1.0,,,
632,,3,,,2,0.23,,0.09,0.47,
633,4,1,3,,,,,,,
634,2,,2,,3,0.16,,0.4,,0.32
635,2,1,2,,4,,0.6,,,0.03
636,3,3,1,2,6,0.4,0.21,0.7,,
637,2,,3,3,5,,,0.62,,0.2
638,,,,,,0.33,,0.44,,0.54
639,,3,1,2,4,0.51,0.15,,0.13,0.15
640,4,3,1,,1,0.26,,0.66,0.22,
641,,,,3,6,,,0.58,,0.24
642,,3,,1,2,,,,,0.94
643,,,,,,,,0.76,,
644,3,3,,4,,0.44,0.18,,,
645,,,1,,2,,0.25,0.94,,0.05
646,3,,2,3,,0.34,0.3,,,
647,,3,2,,,0.09,,,,0.12
648,1,3,1,,2,,,,,
649,,,3,1,6,,0.55,,0.35,0.41
650,,,3,4,,0.28,,,0.27,0.01
651,2,,1,,4,,,,,0.15
652,,,1,2,,,0.15,,,
653,1,3,,,2,,0.08,0.91,0.02,0.04
654,3,,,4,,0.42,,0.85,,0.03
655,,1,,4,,,,0.53,0.31,
656,,3,1,,,0.51,,0.72,,
657,,1,,,,,,,0.62,
658,,,,4,6,1.0,,,0.02,
659,1,3,1,3,6,0.59,,0.74,0.13,0.16
660,4,,,1,,0.23,0.3,,0.22,0.41
661,2,3,,3,,0.08,,0.53,,0.22
662,,3,,,1,0.58,0.07,,0.05,
663,3,3,1,1,4,0.34,0.21,,,
664,,,,1,5,0.25,0.48,,,
665,,,,2,,,,0.44,0.47,0.09
666,1,,,3,,0.66,0.16,0.55,0.13,0.25
667,4,3,2,,,,0.31,0.73,0.17,
668,,,,1,4,0.18,,,,1.0
669,,3,2,1,,0.18,0.86,0.51,0.7,
670,4,3,,,2,0.29,,0.19,,0.81
671,2,,,3,,,0.75,,0.49,0.27
672,,,,4,,0.51,,,0.07,0.07
673,,3,,,6,0.36,,,,
674,,3,2,,,,0.66,,0.59,
675,,3,3,,4,,0.32,0.35,,
676,2,3,2,1,1,,1.0,,0.77,0.95
677,,3,3,,,0.17,,,,
678,,3,1,2,,0.3,,,0.17,
679,2,3,,1,,,,,,
680,1,3,1,4,,0.62,,,0.03,
681,,3,,,1,0.27,0.62,0.14,0.26,0.38
682,,,3,,,,,,,
683,4,,,,2,,0.65,0.21,0.54,
684,,3,1,,,0.38,,,0.14,0.23
685,2,,3,3,6,0.18,,0.5,0.48,0.26
686,,,1,,2,,,0.91,0.03,0.04
687,2,,,3,5,,,0.58,0.34,
688,,3,2,,6,0.2,0.89,0.49,0.64,
689,2,,,1,6,,0.67,0.45,,0.5
690,,,1,2,6,,0.11,,,0.14
691,3,,,,,0.46,0.12,,0.06,
692,,3,,1,,0.21,0.47,,0.47,
693,,3,2,,6,,,,0.56,0.61
694,2,3,3,,,0.06,,0.0,0.89,
695,4,1,3,1,4,0.25,,,,
696,4,,,,5,,,,0.47,0.72
697,,,,,,0.85,,,,0.04
698,,1,,2,,,,0.54,0.44,0.09
699,4,3,3,,,0.28,0.47,0.63,0.37,0.51
700,,,,,,0.2,,0.51,,0.54
701,,3,,,6,,,,,0.45
702,4,,3,,6,0.21,,0.5,0.38,0.1
703,2,,3,4,,0.15,0.68,0.45,,
704,3,,1,,,,,,,0.01
705,,,1,,,0.8,0.13,,,0.16
706,,,,,,0.42,,,0.16,0.29
707,,,3,1,,,0.8,,,
708,,1,3,3,5,0.14,0.6,0.5,0.53,
709,3,3,1,1,4,0.42,,,,0.36
710,,,,2,2,0.4,0.2,0.76,0.07,
711,3,3,,,,0.42,,0.83,0.1,
712,2,,,1,,0.16,0.58,0.39,,0.62
713,,3,,2,,,0.23,,,
714,4,1,1,,5,,0.31,0.65,,
715,,1,3,3,4,0.09,0.35,0.46,,
716,,,1,,,,0.26,0.63,,0.18
717,3,3,3,,,0.45,,,0.19,
718,,3,,,1,0.47,0.19,,0.11,
719,4,1,,3,,0.21,0.34,,0.37,
720,,,,2,2,,0.26,,0.07,0.09
721,4,3,,3,,0.31,,0.65,,
722,,,,4,,,0.13,0.79,0.08,
723,3,,,3,,,0.18,,,
724,3,3,3,,6,,,0.48,,
725,4,,,2,,0.24,,0.5,0.25,0.15
726,1,,,4,,,0.17,,,
727,4,3,,1,,0.22,,0.25,,
728,2,,,,,0.16,,,,
729,,1,3,4,,,0.5,,,0.01
730,3,3,3,,6,0.42,0.32,,0.2,0.21
731,4,3,3,,,0.32,0.28,0.74,0.22,0.06
732,,3,,,4,0.5,,,0.29,
733,,3,2,,,,,,,0.66
734,,,,,,,0.43,,,
735,,,1,,,,0.24,,0.07,
736,,1,,1,,,0.57,,0.78,0.4
737,,,,3,,0.2,0.41,,,
738,,,,,,,,,0.51,0.04
739,,,1,,2,,,0.41,,
740,,,,2,5,0.7,0.12,,,
741,3,,1,3,4,,0.17,,0.18,0.27
742,3,,1,3,2,,0.54,,0.15,
743,,1,,,,,0.56,0.11,0.51,0.59
744,4,1,1,2,,,,,0.33,
745,1,3,1,4,6,1.0,0.08,,0.04,
746,3,3,,,,0.45,0.19,,0.24,0.23
747,2,1,,4,1,0.17,0.28,,0.38,0.02
748,,3,,3,,,0.32,0.76,,0.17
749,,,,,1,,,,0.13,0.07
750,1,,,,,,,0.67,,
751,2,1,3,2,5,,,0.67,,
752,1,3,1,2,,0.69,,,,0.1
753,,3,,,4,0.17,0.51,,0.5,0.11
754,2,,1,2,1,,0.36,,,
755,1,3,,2,,0.52,0.36,0.72,,0.11
756,4,,1,3,,,0.44,,0.36,0.16
757,3,,3,,,,,0.71,,
758,,,1,,,,,,,
759,3,3,,3,6,,0.4,,0.2,
760,,3,,3,1,,,,,0.19
761,,1,1,3,,,0.68,0.5,1.0,
762,4,1,1,3,,,0.23,,,
763,1,3,1,3,2,0.58,,0.78,,0.16
764,,1,,3,6,,,0.45,,0.19
765,3,,,,,0.44,0.27,0.73,,0.04
766,1,,3,,,0.53,0.16,0.87,,0.05
767,2,3,,1,5,,0.35,,,0.34
768,2,,,,4,,,0.43,,0.23
769,2,,1,2,4,,0.41,,,
770,,1,3,3,,,,0.44,,
771,4,,,,4,0.23,0.28,0.5,0.45,0.52
772,,2,1,,,,,,,0.03
773,2,1,3,,4,0.16,,0.4,0.58,
774,,,1,,2,,,,,
775,,,,3,1,,0.61,,,
776,4,3,,3,4,,,,0.25,
777,4,,3,,,0.25,0.81,,,
778,,,3,1,,0.21,,0.35,,0.43
779,4,3,,2,6,0.29,0.15,,0.2,0.11
780,2,,,1,4,0.09,,,0.55,0.41
781,,3,1,3,6,,,0.55,,
782,,3,,,,0.16,0.43,0.28,0.55,
783,4,,,,,,,,0.28,0.1
784,2,3,,,4,0.12,0.76,0.31,0.74,
785,1,,,,,,0.14,0.83,0.04,
786,3,3,,,,0.42,0.12,0.69,0.11,0.12
787,3,,1,,,,0.3,0.41,0.27,0.41
788,,3,,4,,,0.29,0.75,0.17,
789,1,,1,,,,0.09,,0.05,0.01
790,1,3,1,,,,,,0.03,
791,,,1,,,,0.35,0.43,,
792,,,3,,4,0.17,0.58,0.26,,0.47
793,,,,4,1,,,,,
794,,,1,,4,0.5,,0.74,,0.21
795,2,,3,2,6,0.2,,,,
796,4,,,3,,0.31,,,,0.25
797,,,1,4,1,0.35,,,,
798,,,3,,,0.16,0.66,0.47,0.46,0.08
799,,1,2,4,,0.15,,,,
800,1,1,1,4,6,0.6,0.27,,0.13,
801,,3,1,4,2,,0.2,0.81,0.04,
802,3,,,3,2,0.43,0.35,0.55,0.19,0.27
803,,,3,,,0.44,0.2,,0.13,
804,2,,2,1,,0.09,,,,
805,2,1,,,,0.16,0.53,0.47,,0.28
806,,,,,6,,,,,0.12
807,,,,,6,0.3,,,0.21,0.1
808,4,1,,2,,,,,,
809,4,3,1,3,,0.28,,0.62,,
810,,,1,,6,0.13,,0.85,1.0,0.02
811,,,,1,,0.05,0.82,0.02,0.98,1.0
812,,3,3,,,0.49,0.34,0.63,,
813,4,,1,2,,0.27,,0.51,0.34,0.13
814,,,,2,,0.27,0.42,,0.24,0.1
815,,,1,2,,0.05,,,0.89,
816,1,3,1,4,,0.63,0.24,0.85,0.08,0.06
817,3,,3,,2,0.35,0.28,0.65,0.06,0.12
818,1,,,4,,,0.39,,0.13,
819,3,,1,,2,0.49,0.38,0.92,0.09,0.22
820,,,,2,,0.09,,0.32,0.88,
821,1,,1,,,,,,0.15,
822,2,3,1,3,3,0.07,0.65,0.17,0.96,0.3
823,,,3,4,,0.16,0.32,0.51,0.35,0.02
824,1,3,,4,,0.55,0.14,0.81,0.12,
825,,3,,,,,0.27,0.82,,0.02
826,1,,1,,,,,0.88,0.07,
827,3,3,1,4,,0.47,,,0.14,
828,3,3,,,4,0.4,,0.54,,0.26
829,,,1,1,2,0.18,,,,1.0
830,,,,,,,,,0.34,
831,,3,3,,4,0.25,,0.7,0.21,0.08
832,,,,,2,,,0.78,,
833,3,2,3,,,,0.32,,,0.02
834,3,3,1,4,,0.42,0.19,,0.06,
835,3,,,2,4,,0.13,,0.09,
836,4,,3,3,,0.25,0.51,0.63,,
837,,,3,1,,,0.8,,,0.79
838,1,,,,6,0.57,,0.7,0.17,
839,1,,1,,,,,,0.06,
840,3,,3,,2,0.49,0.09,,0.06,0.01
841,,,,,5,,,,0.19,
842,,3,,,6,0.23,0.69,0.3,0.5,1.0
843,,3,1,3,,0.64,0.31,0.73,0.12,
844,,3,,,1,,,,0.35,
845,4,,,,,,0.22,,0.24,
846,,3,3,,,,0.74,,,0.5
847,,1,3,1,4,,,0.36,0.46,0.4
848,,1,,1,5,,0.46,0.65,,0.34
849,3,3,,,1,,0.15,0.69,0.14,
850,,,,4,6,,0.12,,,
851,4,3,1,,,0.29,,,,
852,1,1,,4,2,,,,0.07,
853,2,1,3,4,2,0.15,0.51,,,
854,1,,,,,,,0.9,0.04,0.01
855,,3,,3,,0.15,,,,
856,2,1,,,,,0.48,0.03,0.58,
857,,,,,,0.28,,0.58,0.45,
858,2,,3,,4,0.17,0.54,0.23,0.62,0.6
859,,,,1,,,,0.33,,0.97
860,2,1,2,3,5,,0.67,0.66,0.76,0.28
861,4,3,1,2,2,0.31,,,0.15,0.13
862,,,,,,,,0.41,,0.07
863,4,,,3,,,,,0.33,
864,,,,,,0.38,,,0.12,0.07
865,2,1,2,3,5,0.02,1.0,0.6,,0.29
866,,3,,,4,,,,0.49,
867,4,3,,1,,,,,0.43,
868,,3,1,1,,0.22,0.26,0.26,0.34,
869,,,1,3,5,0.33,0.31,,,
870,,3,,,4,0.16,,0.42,,
871,,3,,1,,,,0.25,0.37,0.54
872,,1,2,,6,,0.61,0.48,0.57,0.36
873,,,,,5,0.72,,0.94,,0.13
874,1,,1,,,,,,,
875,4,3,,,,0.26,,0.43,0.37,0.35
876,,3,,,,0.55,,,,
877,,1,3,3,,0.17,,0.47,,
878,,,,,4,,0.24,,0.42,0.28
879,,,3,2,1,,,,0.19,
880,,1,1,,,,0.44,0.55,0.52,
881,2,,,,6,0.19,0.48,,0.29,
882,3,,,4,4,,,0.72,0.09,
883,1,3,,4,,,0.14,0.8,0.05,
884,,1,3,,,0.13,0.38,0.45,,
885,,,2,,1,,,,0.24,0.09
886,,3,1,,,0.43,,,0.19,0.19
887,,,1,,,,,,0.19,0.26
888,3,3,,4,,0.37,0.22,0.8,,0.02
889,,3,,,,,0.12,,,
890,,,,,6,0.47,0.29,,,0.22
891,,3,1,3,2,0.56,,0.67,,0.2
892,1,,,4,,0.61,,,,
893,,3,1,4,4,,0.14,0.86,,
894,2,1,,,,0.14,0.2,0.72,,0.02
895,2,,,2,4,0.18,,0.64,,
896,,3,,2,,0.52,0.12,,,0.08
897,,,2,,4,0.2,0.15,0.79,,0.24
898,4,,,3,,0.29,0.45,,,0.22
899,,,,1,,,,,,
900,2,,2,3,,0.19,0.23,0.36,0.41,0.26
901,,,,,1,0.45,0.21,0.78,,
902,3,3,,4,,0.43,,,0.08,
903,,1,,,2,0.32,,,0.22,0.55
904,,1,1,,,,,0.66,,0.18
905,,,1,2,,0.81,,,,0.09
906,,1,1,2,2,,,,,
907,,3,,,,0.4,,0.52,0.25,0.46
908,,3,1,4,2,,0.3,,,0.04
909,3,,1,4,1,,0.16,0.79,0.18,0.07
910,,,1,1,,,0.46,,0.4,
911,1,,1,4,,1.0,,0.98,,
912,3,,,4,,,,0.72,0.14,0.04
913,,3,1,,2,0.42,,,,
914,3,3,,3,,0.49,0.33,0.62,,
915,2,,1,,,0.16,0.43,,,
916,1,,1,2,,0.52,,0.82,,
917,1,3,,,,,,,,0.09
918,2,,1,1,4,0.07,,0.0,0.97,
919,,3,,2,,,0.37,,,0.14
920,3,,,,,0.45,0.24,0.64,0.14,
921,4,,,1,,,0.28,0.39,,
922,1,3,,,2,,0.12,0.96,0.02,0.03
923,,,3,,2,,,0.68,0.14,
924,,,,,,,0.33,,0.14,0.15
925,2,1,3,1,,0.12,,,0.61,0.39
926,2,,3,,1,0.19,0.35,,,
927,1,3,1,,,,0.27,0.56,0.2,0.23
928,2,,,,,,0.54,,0.48,
929,,,,3,4,0.11,0.95,0.52,0.58,
930,,3,1,3,,0.59,0.16,0.69,,
931,,,1,4,,,0.27,,,0.03
932,,,2,1,6,,,,,
933,1,,1,,,,0.12,0.68,,
934,,,3,,,0.65,,0.85,0.06,0.1
935,,,1,4,1,0.38,,0.64,,0.03
936,,,1,,,,,0.82,0.06,0.07
937,3,,1,3,,,,,0.17,
938,,,,4,,0.76,,0.85,,
939,2,1,,3,,,,0.64,0.38,
940,,,,,1,,0.21,0.76,0.1,0.06
941,,1,3,,,,0.53,0.47,0.44,
942,,,3,2,5,,0.25,,0.36,0.14
943,,,1,2,,,,,,
944,,,1,4,,1.0,0.11,,0.06,
945,3,,,,,0.39,0.33,0.64,0.17,
946,,3,,,,,,0.14,,
947,1,,,,,0.87,,,0.09,
948,2,,,1,,0.18,0.41,,,
949,,3,,3,,0.21,0.51,,,
950,1,3,1,2,,0.6,,,,0.14
951,3,2,1,,2,0.47,0.41,0.82,,
952,,1,2,2,,0.17,0.74,0.48,0.37,
953,,,,1,4,,0.63,0.26,,0.74
954,,3,,1,,0.33,,,0.39,
955,,,3,,,0.37,,,0.3,
956,2,3,,,4,,,,,1.0
957,3,,,,,0.33,0.34,,,
958,4,3,,,6,,,0.49,0.29,1.0
959,2,1,2,,,,,0.43,0.52,
960,4,3,3,,,,,,0.49,
961,,,,,4,,,0.45,0.27,0.26
962,2,3,1,,,0.13,0.44,,0.71,
963,,,1,,,,,0.69,,0.01
964,1,,1,,2,,0.22,0.89,0.06,
965,,3,1,4,2,0.68,,0.95,0.05,0.01
966,1,3,3,,,,0.3,,0.22,0.16
967,4,3,,,,,,0.43,0.56,
968,,3,,2,,0.49,0.23,,0.15,
969,4,,,3,4,0.32,,,,0.24
970,,1,3,,,0.23,0.34,,0.39,
971,,3,2,1,1,,,0.08,,0.69
972,1,3,1,,,,0.25,,0.06,0.09
973,2,1,,,1,0.2,,0.61,0.29,
974,3,,,1,2,,,,,
975,1,,,3,,,,0.78,,
976,3,,,,,0.43,,0.75,0.15,0.09
977,2,,,1,4,0.17,0.54,,,
978,,3,2,3,,,0.55,,,0.33
979,,,1,,2,0.17,,,,0.38
980,,1,,4,,0.23,,0.5,0.33,0.07
981,4,3,,,,,,0.59,0.23,
982,2,,,2,,0.18,,0.45,0.42,0.09
983,2,1,,3,4,0.16,,0.56,0.57,0.21
984,,,3,2,,,0.18,,0.18,0.08
985,,3,1,2,2,,,0.72,,0.1
986,,3,,,2,,0.1,,,
987,1,3,,3,,0.58,0.25,,,
988,1,3,1,,2,,,0.91,0.03,
989,,3,,,,,0.36,,0.05,
990,2,,3,2,,,,0.69,,0.08
991,,,3,2,,,,,0.3,0.12
992,,,1,1,4,0.17,0.49,0.33,,0.4
993,,3,,,4,0.21,0.14,,0.31,
994,2,1,3,4,,,,,0.32,
995,,,,4,2,0.52,0.15,0.7,,0.03
996,,,,,4,,,,,
997,,,,2,,,,0.71,,
998,,1,,4,6,,0.25,,,
999,4,3,,,6,0.24,0.87,,,1.0
1000,,1,1,4,,,0.25,,,
1001,,,1,4,,0.4,0.14,0.7,0.15,0.06
1002,,3,,,4,0.23,,,,1.0
1003,,3,,3,6,,,,0.23,
1004,4,,,2,6,,0.27,0.52,,0.14
1005,4,,,1,4,0.26,0.26,,0.39,0.48
1006,,3,1,,,,,0.86,,
1007,,,,,1,,0.71,0.12,0.71,
1008,3,,,4,,,0.14,0.83,,
1009,4,3,,,,0.31,0.36,0.42,0.32,
1010,1,3,1,,4,0.7,,0.78,,
1011,,,1,,5,0.78,0.07,,,
1012,,3,,1,,,,,,0.39
1013,4,,3,,2,,0.52,0.28,,
1014,1,,1,,,,,,,
1015,3,,,,,0.38,,0.54,,0.25
1016,4,,3,3,4,0.25,,,0.25,0.23
1017,4,,3,4,,,,0.63,,0.01
1018,,3,,,6,,0.23,,,0.12
1019,1,,1,2,,,0.21,,0.11,0.1
1020,1,,1,,2,0.82,,,,0.04
1021,,1,,,,0.11,,,,
1022,,,3,,6,0.16,0.45,,0.55,0.2
1023,1,3,1,,6,0.62,0.22,,,0.13
1024,4,,2,,1,0.32,,0.76,,
1025,4,,3,2,6,0.32,0.27,0.71,0.23,0.11
1026,,,3,,4,0.12,0.5,,,
1027,,1,1,3,1,,,0.74,0.19,0.28
1028,1,3,1,4,,0.9,0.22,0.94,0.03,0.01
1029,,3,,3,,0.17,,,,
1030,2,,,,,,0.66,,0.67,0.43
1031,3,,3,3,,0.33,,,0.26,
1032,,2,,,2,,,,0.08,
1033,2,3,,4,,0.18,0.42,,0.11,0.04
1034,,,1,,,,,0.66,,
1035,2,1,,,,,0.58,0.61,0.34,0.05
1036,1,3,,,2,,,0.99,,
1037,,3,,,2,,,0.95,,0.02
1038,,,1,1,,,,0.67,0.15,
1039,2,1,,3,6,,0.63,0.36,,
1040,,1,2,,4,,,0.36,,
1041,2,,2,3,4,,,0.43,0.42,
1042,4,3,3,1,4,,0.39,,,
1043,,1,,4,1,0.23,,0.71,0.23,0.02
1044,,,,,2,,0.13,,0.06,
1045,,3,,1,,0.32,0.44,0.0,0.44,1.0
1046,,,,,,0.36,0.27,,,
1047,3,,1,,1,0.37,0.09,,0.08,0.07
1048,,,,2,6,0.71,,0.78,,
1049,,3,1,,,,0.08,0.86,0.05,
1050,,3,2,,,0.14,0.62,,,
1051,,,,,,,,0.61,,0.13
1052,,,,1,,0.22,0.49,0.42,0.52,0.45
1053,,3,2,1,,0.22,,0.12,,
1054,,3,2,,4,,,,0.69,
1055,3,3,,1,,0.33,,0.61,0.25,0.39
1056,,,3,,,,0.38,,0.29,0.26
1057,,3,3,,,,0.43,,0.36,
1058,,3,1,,,0.44,0.13,0.71,,
1059,,3,,3,,,0.37,0.6,0.25,
1060,,,1,,,,0.22,0.6,,
1061,1,,,,6,,0.33,,0.24,0.27
1062,,,,,2,,0.2,,0.1,
1063,,,1,,,,0.11,0.71,,0.07
1064,2,,3,2,,,0.31,0.58,0.41,0.09
1065,,3,,,6,,0.54,,0.42,
1066,,,,,5,,,,,0.17
1067,1,3,1,4,,,,,,0.07
1068,3,,,3,,,0.37,,0.16,
1069,3,,,,,0.41,,,,0.07
1070,2,,1,3,,,0.33,0.54,,0.33
1071,,3,,2,,,0.21,0.4,,
1072,,3,3,3,6,,0.52,0.46,0.43,0.21
1073,,,,,6,,,0.77,0.08,0.1
1074,,,,1,,0.16,1.0,0.41,,
1075,,,,3,4,,0.25,,,0.17
1076,4,1,,,1,0.22,,,,
1077,,,1,,2,0.68,,0.85,0.05,
1078,,1,3,,4,0.22,,0.66,0.38,
1079,,,1,,1,,,0.67,,
1080,4,,3,,2,,0.41,0.53,,0.14
1081,2,,3,4,1,0.2,,,0.31,
1082,2,,1,,1,,0.43,,,0.34
1083,1,3,1,4,,0.5,0.31,0.91,,0.05
1084,2,,,,2,0.17,,0.43,,
1085,,3,,,4,,,,0.05,0.07
1086,,1,1,,4,,0.44,,0.63,0.33
1087,,3,1,,6,,,,0.5,0.09
1088,1,,1,,2,0.65,0.13,,,0.11
1089,4,,3,,1,,,0.64,0.13,0.1
1090,,,1,,,,,0.94,,
1091,3,,,3,,,,,,
1092,,3,,1,,,,,,0.37
1093,3,,3,4,5,,,,,
1094,,3,,,2,0.3,0.56,0.19,0.31,
1095,,3,3,,1,,0.44,0.61,,
1096,2,1,,3,4,,0.34,0.32,,0.28
1097,,1,,,2,,,0.62,0.3,0.44
1098,3,3,1,2,,,0.15,,0.08,0.09
1099,,,,3,,,,,,
1100,2,,3,,5,0.2,,0.5,0.6,
1101,1,3,,4,2,0.53,,,,0.03
1102,1,3,,,,1.0,,0.94,,
1103,3,3,,,,,0.27,,,0.32
1104,2,3,2,3,,0.05,,0.22,0.71,
1105,,,2,,,0.32,,0.69,,0.16
1106,,,,2,2,,,0.4,0.62,
1107,4,,,,5,0.3,,0.73,0.28,
1108,,3,,2,,,0.33,0.71,0.29,0.11
1109,2,3,,,3,,0.58,0.49,0.58,
1110,,,,,,,,0.86,,
1111,2,,1,4,,0.15,,0.63,0.46,
1112,1,,1,,,0.59,,0.85,0.08,0.05
1113,1,,,4,,,,,,
1114,3,3,3,,,,,,0.08,
1115,1,,1,,2,,0.14,0.85,0.07,0.05
1116,,3,1,2,,,,0.74,,0.12
1117,2,,,1,5,0.11,0.64,,0.61,
1118,3,2,3,3,,0.43,0.25,,,0.17
1119,,,3,,,,0.22,,,0.17
1120,,,,1,4,,,0.19,,1.0
1121,1,,1,3,,0.65,0.22,0.75,0.1,0.2
1122,1,3,,,2,0.62,,,,
1123,4,,1,,,,,,0.39,0.09
1124,3,3,1,2,,,,,,0.1
1125,,,1,,2,0.83,,0.79,0.14,0.03
1126,2,,3,,4,,,0.18,,
1127,1,,,3,,,0.14,,0.15,
1128,,3,,4,,,,0.91,,
1129,,,1,3,,0.4,,,0.21,0.2
1130,4,,,,,0.22,0.48,0.53,0.38,0.38
1131,3,,1,2,2,0.42,,0.75,0.12,0.09
1132,,,,,,,,0.63,0.13,
1133,,,1,4,,0.37,,,0.14,0.05
1134,,3,,4,1,0.47,,0.84,0.04,0.05
1135,,3,,,4,,0.75,,,1.0
1136,2,3,,3,4,0.17,,0.53,,
1137,2,,,3,5,,0.37,,,0.29
1138,,3,1,4,2,0.69,,,,0.04
1139,1,,1,2,6,,,,0.11,
1140,,1,1,4,,,,0.61,0.17,
1141,2,3,,3,2,,,0.5,0.28,
1142,,3,,4,2,0.54,,,0.08,
1143,,,,,6,0.32,0.38,0.61,0.35,
1144,1,,,4,2,,,,,
1145,,1,1,3,,,0.17,,0.18,0.21
1146,3,3,1,,,,0.32,0.71,,
1147,,3,,1,,0.18,,,0.73,0.66
1148,3,,,,,0.35,0.36,0.7,0.15,0.03
1149,1,,,,2,0.83,,0.97,,
1150,2,1,3,1,4,,,,,0.53
1151,1,,1,2,4,,0.1,,0.07,0.08
1152,2,,,,2,0.18,0.84,,0.44,0.59
1153,,3,,,4,0.25,0.26,0.61,,
1154,2,,,,,0.05,,0.35,,0.29
1155,,,2,,2,0.15,,0.0,0.67,
1156,1,1,1,4,5,,0.15,0.86,,
1157,,3,,,,,,,0.36,
1158,2,3,,1,6,,0.66,,,0.38
1159,,3,,4,5,,0.16,,,0.06
1160,4,3,1,1,6,0.26,0.63,,0.5,
1161,,1,,3,,0.21,1.0,,0.59,0.3
1162,,,,3,6,,0.22,,,
1163,3,1,,3,6,,,,0.21,0.29
1164,1,,1,4,,0.78,0.11,0.95,,0.02
1165,,,,3,4,0.31,0.35,0.55,0.28,
1166,2,3,2,1,,0.19,0.62,,0.49,
1167,2,1,3,,4,,,0.52,,
1168,3,3,,4,,,0.24,,0.12,
1169,,,2,,,,,,0.49,
1170,,3,,,6,,0.41,0.57,0.21,
1171,2,1,3,,,0.06,,,0.84,0.54
1172,,,,1,,0.26,,,0.46,
1173,1,,1,,,0.71,,,,0.22
1174,1,,1,4,,,,0.93,0.02,
1175,,,1,,2,,,0.92,0.02,
1176,,,,3,6,0.23,,0.53,0.38,
1177,,,3,2,,,,,0.28,0.13
1178,2,,,4,1,,,0.64,0.88,0.06
1179,,3,1,,,,0.19,0.79,,0.11
1180,1,,1,4,,,0.13,,0.04,
1181,,,3,,4,0.17,0.34,,0.45,0.69
1182,,3,1,3,,,0.25,0.7,0.09,
1183,4,,,,4,,0.38,0.27,0.58,0.69
1184,2,,,,,0.18,,0.5,,0.41
1185,,,,2,2,0.89,,,0.05,
1186,,,,,4,,0.27,0.64,,0.31
1187,,3,,,,,0.25,0.85,,0.08
1188,,,,1,6,0.39,,,,
1189,1,3,3,3,2,0.5,,0.77,,0.2
1190,2,1,,3,,0.19,,,0.4,
1191,3,3,,,,,0.31,0.59,0.17,
1192,3,,,2,,,,0.64,,
1193,,,,1,,0.12,,0.47,,0.54
1194,,3,,,,0.38,0.13,0.79,0.1,0.02
1195,4,,,2,2,,0.52,,,
1196,,,1,3,,,,0.69,0.14,
1197,,3,,,4,0.25,0.56,0.16,0.44,0.65
1198,,,,4,,,,0.83,0.08,0.06
1199,1,1,1,,2,0.55,0.05,0.86,0.07,0.02
1200,,,3,,,,,0.54,0.55,0.06
1201,2,3,,,4,,0.33,0.36,,0.82
1202,,,1,,2,0.74,0.17,,,0.02
1203,4,3,,2,,,,,,0.14
1204,1,3,,4,,,,,0.03,0.03
1205,,,,,,,,0.73,,
1206,,,,4,,,,0.87,,
1207,3,3,,2,,,,,,
1208,2,1,,,3,0.05,0.98,,1.0,0.61
1209,4,3,3,,2,0.26,0.66,0.13,,
1210,1,3,,,,,0.18,,0.08,0.15
1211,,3,1,2,,,,0.78,0.12,
1212,4,,,1,6,,0.38,0.46,,0.76
1213,,1,,,,,,,0.06,
1214,1,,,,,0.55,,0.81,,
1215,1,,1,4,,,,,,0.03
1216,,1,1,4,,0.51,0.25,0.89,,0.06
1217,3,3,,,,0.36,,0.59,,
1218,2,3,,3,3,0.11,0.48,0.37,0.56,0.25
1219,,3,,4,,,0.07,0.96,0.01,
1220,,,,,,0.38,0.14,,0.1,
1221,3,3,3,,6,0.33,0.47,,0.39,
1222,1,,1,,,0.68,,0.85,0.02,
1223,2,,3,3,1,,,,,0.16
1224,,3,,3,5,0.33,,,,0.19
1225,3,3,,,6,,,0.65,,
1226,,3,3,3,2,0.43,,,0.15,0.18
1227,,3,,2,,0.66,0.2,0.72,0.12,0.11
1228,,,,,,,,,0.16,
1229,1,,,,,0.7,,0.91,,
1230,,1,,,5,0.22,0.41,,0.33,0.33
1231,,1,,,2,,,,0.36,
1232,1,,1,,2,0.58,0.28,0.81,0.11,0.01
1233,,,1,,,,,,,0.37
1234,4,3,2,2,2,0.23,,,0.36,0.15
1235,,,3,,2,,,0.82,0.07,
1236,,3,,1,,,,0.56,,
1237,,,1,,6,0.8,0.18,0.9,0.1,0.1
1238,,1,,1,,,0.47,,0.7,
1239,3,3,,4,,,,0.77,0.12,
1240,,1,,3,5,0.12,,0.54,,
1241,3,3,1,,6,0.34,,0.51,,
1242,,3,1,,,,,0.63,,
1243,,3,1,4,,0.8,0.33,,0.03,0.01
1244,,1,,4,2,,,0.82,0.1,
1245,2,,1,1,2,0.15,,,0.57,
1246,,1,,,,,0.06,,0.14,0.03
1247,,3,3,,,,0.46,0.49,0.44,
1248,,,,,2,,,,,0.11
1249,1,3,,,2,0.81,0.24,,0.04,0.03
1250,,,1,3,2,0.54,0.28,0.86,,
